分数,本段人数,累计人数
403,260,37241
402,285,37526
401,255,37781
400,267,38048
399,252,38300
398,263,38563
397,258,38821
396,262,39083
395,289,39372
394,269,39641
393,257,39898
392,271,40169
391,270,40439
390,246,40685
389,257,40942
388,276,41218
387,236,41454
386,266,41720
385,267,41987
384,276,42263
383,230,42493
382,255,42748
381,271,43019
380,257,43276
379,262,43538
378,247,43785
377,226,44011
376,270,44281
375,264,44545
374,264,44809
373,247,45056
372,257,45313
371,267,45580
370,232,45812
369,265,46077
368,255,46332
367,256,46588
366,227,46815
365,258,47073
364,251,47324
363,244,47568
362,236,47804
361,223,48027
360,250,48277
359,244,48521
358,213,48734
357,218,48952
356,258,49210
355,215,49425
354,211,49636
353,224,49860
352,215,50075
351,211,50286
350,220,50506
349,209,50715
348,198,50913
347,196,51109
346,223,51332
345,225,51557
344,197,51754
343,196,51950
342,207,52157
341,218,52375
340,198,52573
339,177,52750
338,172,52922
337,198,53120
336,187,53307
335,192,53499
334,179,53678
333,162,53840
332,176,54016
331,167,54183
330,165,54348
329,165,54513
328,192,54705
327,169,54874
326,151,55025
325,163,55188
324,148,55336
323,169,55505
322,157,55662
321,135,55797
320,143,55940
319,138,56078
318,129,56207
317,137,56344
316,142,56486
315,155,56641
314,115,56756
313,141,56897
312,134,57031
311,124,57155
310,134,57289
309,120,57409
308,142,57551
307,114,57665
306,115,57780
305,116,57896
304,115,58011
303,115,58126
302,100,58226
301,120,58346
300,114,58460
299,97,58557
298,102,58659
297,93,58752
296,99,58851
295,95,58946
294,89,59035
293,75,59110
292,84,59194
291,91,59285
290,85,59370
289,87,59457
288,79,59536
287,81,59617
286,73,59690
285,80,59770
284,87,59857
283,71,59928
282,63,59991
281,66,60057
280,64,60121
279,59,60180
278,61,60241
277,85,60326
276,48,60374
275,58,60432
274,52,60484
273,66,60550
272,54,60604
271,52,60656
270,59,60715
269,60,60775
268,51,60826
267,50,60876
266,52,60928
265,46,60974
264,31,61005
263,54,61059
262,46,61105
261,38,61143
260,47,61190
259,41,61231
258,47,61278
257,48,61326
256,43,61369
255,40,61409
254,35,61444
253,42,61486
252,31,61517
251,41,61558
250,30,61588
249,26,61614
248,30,61644
247,30,61674
246,43,61717
245,25,61742
244,37,61779
243,38,61817
242,29,61846
241,27,61873
240,27,61900
239,24,61924
238,24,61948
237,19,61967
236,27,61994
235,21,62015
234,13,62028
233,22,62050
232,31,62081
