score,count,cumulative
693,1,1
692,0,1
691,1,2
690,0,2
689,0,2
688,0,2
687,1,3
686,0,3
685,3,6
684,1,7
683,0,7
682,1,8
681,1,9
680,1,10
679,1,11
678,0,11
677,2,13
676,1,14
675,2,16
674,1,17
673,2,19
672,4,23
671,3,26
670,6,32
668,2,39
667,1,40
666,2,42
665,6,48
664,5,53
663,5,58
662,4,62
661,6,68
660,5,73
659,5,78
658,7,85
657,4,89
656,4,93
655,6,99
654,9,108
653,4,112
652,9,121
651,3,124
650,10,134
649,8,142
648,9,151
647,7,158
646,9,167
645,14,181
644,7,188
643,14,202
642,9,211
641,17,228
640,13,241
639,9,250
638,16,266
637,11,277
636,17,294
635,16,310
634,14,324
633,9,333
632,17,350
631,21,371
630,18,389
629,30,419
628,22,441
627,30,471
626,23,494
625,26,520
624,18,538
623,17,555
622,21,576
621,27,603
620,17,620
619,37,657
618,32,689
617,36,725
616,29,754
615,36,790
614,27,817
613,37,854
612,33,887
611,34,921
610,31,952
609,34,986
608,32,1018
607,53,1071
606,48,1119
605,53,1172
604,48,1220
603,56,1276
602,42,1318
601,50,1368
600,46,1414
599,42,1456
598,55,1511
597,56,1567
596,39,1606
595,55,1661
594,68,1729
593,44,1773
592,61,1834
591,56,1890
590,52,1942
589,49,1991
588,53,2044
587,59,2103
586,66,2169
585,74,2243
584,61,2304
583,59,2363
582,81,2444
581,65,2509
580,74,2583
579,83,2666
578,61,2727
577,82,2809
576,78,2887
575,82,2969
574,98,3067
573,65,3132
572,81,3213
571,91,3304
570,99,3403
569,84,3487
568,92,3579
567,82,3661
566,106,3767
565,100,3867
564,100,3967
563,92,4059
562,102,4161
561,97,4258
560,127,4385
559,94,4479
558,117,4596
557,106,4702
556,143,4845
555,107,4952
554,117,5069
553,120,5189
552,109,5298
551,113,5411
550,121,5532
549,124,5656
548,141,5797
547,119,5916
546,135,6051
545,135,6186
544,145,6331
543,140,6471
542,125,6596
541,135,6731
540,141,6872
539,138,7010
538,151,7161
537,155,7316
536,149,7465
535,157,7622
534,153,7775
533,161,7936
532,152,8088
531,175,8263
530,172,8435
529,166,8601
528,181,8782
527,155,8937
526,186,9123
525,173,9296
524,165,9461
523,185,9646
522,192,9838
521,197,10035
520,188,10223
519,191,10414
518,190,10604
517,176,10780
516,167,10947
515,209,11156
514,199,11355
513,188,11543
