分数,本段人数,累计人数
712,1,1
711,1,2
710,1,3
709,1,4
708,1,5
707,1,6
705,4,10
704,7,17
703,3,20
702,11,31
701,5,36
700,10,46
699,9,55
698,7,62
697,5,67
696,11,78
695,13,91
694,18,109
693,13,122
692,14,136
691,29,165
690,33,198
689,24,222
688,28,250
687,29,279
686,46,325
685,32,357
684,52,409
683,58,467
682,41,508
681,62,570
680,56,626
679,54,680
678,48,728
677,55,783
676,83,866
675,80,946
674,81,1027
673,68,1095
672,78,1173
671,98,1271
670,118,1389
669,121,1510
668,100,1610
667,119,1729
666,125,1854
665,124,1978
664,127,2105
663,130,2235
662,146,2381
661,118,2499
660,150,2649
659,161,2810
658,173,2983
657,179,3162
656,189,3351
655,171,3522
654,179,3701
653,153,3854
652,208,4062
651,201,4263
650,209,4472
649,198,4670
648,224,4894
647,218,5112
646,252,5364
645,248,5612
644,254,5866
643,249,6115
642,230,6345
641,280,6625
640,274,6899
639,278,7177
638,265,7442
637,253,7695
636,299,7994
635,308,8302
634,304,8606
633,285,8891
632,314,9205
631,313,9518
630,316,9834
629,325,10159
628,328,10487
627,338,10825
626,356,11181
625,355,11536
624,341,11877
623,377,12254
622,375,12629
621,366,12995
620,391,13386
619,371,13757
618,401,14158
617,381,14539
616,416,14955
615,419,15374
614,396,15770
613,428,16198
612,471,16669
611,456,17125
610,449,17574
609,438,18012
608,426,18438
607,447,18885
606,461,19346
605,451,19797
604,477,20274
603,486,20760
602,460,21220
601,493,21713
600,480,22193
599,501,22694
598,521,23215
597,516,23731
596,544,24275
595,547,24822
594,519,25341
593,551,25892
592,515,26407
591,558,26965
590,589,27554
589,562,28116
588,616,28732
587,660,29392
586,575,29967
585,590,30557
584,650,31207
583,643,31850
582,619,32469
581,687,33156
580,637,33793
579,643,34436
578,639,35075
577,588,35663
576,674,36337
575,672,37009
574,661,37670
573,694,38364
572,677,39041
571,724,39765
570,723,40488
569,661,41149
568,730,41879
567,662,42541
566,729,43270
565,712,43982
564,746,44728
563,753,45481
562,698,46179
561,754,46933
560,770,47703
559,732,48435
558,750,49185
557,807,49992
556,785,50777
555,777,51554
554,791,52345
553,799,53144
552,804,53948
551,840,54788
550,849,55637
549,837,56474
548,827,57301
547,846,58147
546,866,59013
545,895,59908
544,857,60765
543,941,61706
