score,count,cumulative
716,1,1
712,1,2
710,2,4
708,2,6
706,1,7
705,1,8
704,2,10
702,3,13
701,1,14
700,4,18
699,7,25
698,4,29
697,7,36
696,6,42
695,7,49
694,9,58
693,11,69
692,12,81
691,11,92
690,9,101
689,11,112
688,14,126
687,14,140
686,13,153
685,12,165
684,19,184
683,19,203
682,21,224
681,26,250
680,32,282
679,39,321
678,25,346
677,45,391
676,41,432
675,49,481
674,30,511
673,34,545
672,28,573
671,41,614
670,49,663
669,46,709
668,52,761
667,53,814
666,65,879
665,64,943
664,56,999
663,71,1070
662,72,1142
661,89,1231
660,80,1311
659,79,1390
658,94,1484
657,94,1578
656,86,1664
655,105,1769
654,98,1867
653,106,1973
652,102,2075
651,116,2191
650,109,2300
649,113,2413
648,129,2542
647,122,2664
646,140,2804
645,133,2937
644,122,3059
643,132,3191
642,181,3372
641,135,3507
640,136,3643
639,179,3822
638,151,3973
637,139,4112
636,174,4286
635,160,4446
634,199,4645
633,219,4864
632,202,5066
631,194,5260
630,192,5452
629,210,5662
628,226,5888
627,213,6101
626,238,6339
625,240,6579
624,216,6795
623,239,7034
622,236,7270
621,231,7501
620,239,7740
619,293,8033
618,289,8322
617,262,8584
616,267,8851
615,280,9131
614,268,9399
613,276,9675
612,314,9989
611,338,10327
610,301,10628
609,318,10946
608,318,11264
607,336,11600
606,334,11934
605,349,12283
604,345,12628
603,355,12983
602,385,13368
601,386,13754
600,370,14124
599,406,14530
598,398,14928
597,414,15342
596,390,15732
595,388,16120
594,393,16513
593,404,16917
592,411,17328
591,432,17760
590,410,18170
589,431,18601
588,458,19059
587,436,19495
586,451,19946
585,485,20431
584,463,20894
583,457,21351
582,485,21836
581,494,22330
580,512,22842
579,471,23313
578,512,23825
577,498,24323
576,513,24836
575,511,25347
574,574,25921
573,552,26473
572,523,26996
571,525,27521
570,533,28054
569,568,28622
568,548,29170
567,509,29679
566,584,30263
565,563,30826
564,579,31405
563,618,32023
562,584,32607
561,620,33227
560,642,33869
559,633,34502
558,612,35114
557,609,35723
556,648,36371
555,607,36978
554,620,37598
553,633,38231
552,698,38929
551,669,39598
550,711,40309
549,666,40975
548,692,41667
547,710,42377
546,667,43044
545,709,43753
544,754,44507
543,683,45190
542,660,45850
541,716,46566
540,695,47261
539,688,47949
538,697,48646
537,748,49394
536,780,50174
535,664,50838
534,778,51616
533,756,52372
532,783,53155
531,747,53902
530,723,54625
529,767,55392
528,814,56206
527,730,56936
526,788,57724
525,770,58494
524,785,59279
523,749,60028
522,835,60863
521,807,61670
520,791,62461
519,773,63234
518,802,64036
517,827,64863
516,782,65645
515,833,66478
514,864,67342
513,772,68114
512,862,68976
511,847,69823
510,830,70653
509,827,71480
508,821,72301
507,839,73140
506,860,74000
505,868,74868
504,876,75744
503,889,76633
502,853,77486
501,901,78387
500,852,79239
499,879,80118
498,816,80934
497,891,81825
496,866,82691
495,904,83595
494,873,84468
493,896,85364
492,864,86228
491,886,87114
490,940,88054
489,929,88983
488,940,89923
487,959,90882
486,916,91798
485,917,92715
484,942,93657
483,998,94655
482,942,95597
481,1030,96627
480,915,97542
479,946,98488
478,886,99374
477,914,100288
476,948,101236
475,952,102188
474,958,103146
473,970,104116
472,961,105077
471,935,106012
470,916,106928
469,937,107865
468,1000,108865
467,982,109847
466,1000,110847
465,917,111764
464,1016,112780
463,998,113778
462,921,114699
461,959,115658
460,950,116608
459,941,117549
458,1042,118591
457,917,119508
456,977,120485
455,941,121426
454,977,122403
453,958,123361
452,926,124287
451,1003,125290
450,997,126287
449,963,127250
448,986,128236
447,912,129148
446,919,130067
445,930,130997
444,961,131958
443,960,132918
442,958,133876
441,979,134855
440,908,135763
439,900,136663
438,947,137610
437,908,138518
436,854,139372
435,916,140288
434,884,141172
433,913,142085
432,811,142896
431,856,143752
430,902,144654
429,847,145501
428,922,146423
427,854,147277
426,841,148118
425,880,148998
424,867,149865
423,783,150648
422,819,151467
421,790,152257
420,826,153083
419,802,153885
418,854,154739
417,806,155545
416,833,156378
415,778,157156
414,806,157962
413,749,158711
412,748,159459
411,781,160240
410,774,161014
409,798,161812
408,722,162534
407,724,163258
406,755,164013
405,757,164770
404,665,165435
403,713,166148
402,722,166870
401,682,167552
400,697,168249
399,726,168975
398,697,169672
397,665,170337
396,673,171010
395,661,171671
394,627,172298
393,624,172922
392,683,173605
391,659,174264
390,627,174891
389,614,175505
388,645,176150
387,599,176749
386,572,177321
385,603,177924
384,605,178529
383,568,179097
382,550,179647
381,581,180228
380,585,180813
379,561,181374
378,529,181903
377,570,182473
376,560,183033
375,514,183547
374,541,184088
373,524,184612
372,479,185091
371,490,185581
370,515,186096
369,524,186620
368,535,187155
367,532,187687
366,502,188189
365,488,188677
364,490,189167
363,483,189650
362,441,190091
361,482,190573
360,442,191015
359,439,191454
358,454,191908
357,447,192355
356,455,192810
355,462,193272
354,418,193690
353,420,194110
352,436,194546
351,445,194991
350,437,195428
349,388,195816
348,407,196223
347,421,196644
346,427,197071
345,428,197499
344,374,197873
343,401,198274
342,374,198648
341,398,199046
340,380,199426
339,396,199822
338,340,200162
337,425,200587
336,378,200965
335,383,201348
334,330,201678
333,369,202047
332,370,202417
331,334,202751
330,360,203111
329,326,203437
328,318,203755
327,321,204076
326,341,204417
325,352,204769
324,339,205108
323,313,205421
322,300,205721
321,266,205987
320,297,206284
319,317,206601
318,312,206913
317,259,207172
316,287,207459
315,282,207741
314,301,208042
313,288,208330
312,295,208625
311,308,208933
310,273,209206
309,270,209476
308,263,209739
307,288,210027
306,257,210284
305,268,210552
304,258,210810
303,249,211059
302,226,211285
301,241,211526
300,246,211772
299,238,212010
298,245,212255
297,238,212493
296,236,212729
295,232,212961
294,231,213192
293,234,213426
292,218,213644
291,216,213860
290,244,214104
289,197,214301
288,241,214542
287,218,214760
286,196,214956
285,209,215165
284,231,215396
283,201,215597
282,207,215804
281,201,216005
280,176,216181
279,189,216370
278,210,216580
277,191,216771
276,190,216961
275,190,217151
274,170,217321
273,179,217500
272,179,217679
271,178,217857
270,172,218029
269,175,218204
268,175,218379
267,182,218561
266,160,218721
265,149,218870
264,174,219044
263,153,219197
262,152,219349
261,155,219504
260,158,219662
259,152,219814
258,143,219957
257,143,220100
256,136,220236
255,161,220397
254,138,220535
253,138,220673
252,135,220808
251,131,220939
250,138,221077
249,121,221198
248,132,221330
247,137,221467
246,108,221575
245,107,221682
244,130,221812
243,119,221931
242,111,222042
241,119,222161
240,109,222270
239,108,222378
238,111,222489
237,117,222606
236,114,222720
235,88,222808
234,110,222918
233,88,223006
232,109,223115
231,97,223212
230,104,223316
229,113,223429
228,102,223531
227,93,223624
226,90,223714
225,90,223804
224,82,223886
223,88,223974
222,76,224050
221,77,224127
220,69,224196
219,83,224279
218,92,224371
217,69,224440
216,79,224519
215,85,224604
214,85,224689
213,63,224752
212,62,224814
211,69,224883
210,71,224954
209,65,225019
208,71,225090
207,58,225148
206,54,225202
205,54,225256
204,57,225313
203,51,225364
202,53,225417
201,57,225474
0,6987,232461
