分数,本段人数,累计人数
800以上,105,105
799,5,110
798,2,112
797,5,117
796,4,121
795,4,125
794,4,129
793,4,133
792,5,138
791,5,143
790,4,147
789,6,153
788,5,158
787,3,161
786,7,168
785,3,171
784,7,178
783,5,183
782,4,187
781,8,195
780,4,199
779,6,205
778,7,212
777,6,218
776,7,225
775,8,233
774,7,240
773,7,247
772,8,255
771,10,265
770,6,271
769,8,279
768,8,287
767,11,298
766,7,305
765,13,318
764,5,323
763,10,333
762,14,347
761,7,354
760,15,369
759,9,378
758,8,386
757,11,397
756,13,410
755,10,420
754,11,431
753,14,445
752,10,455
751,12,467
750,15,482
749,13,495
748,16,511
747,14,525
746,13,538
745,17,555
744,20,575
743,10,585
742,18,603
741,17,620
740,19,639
739,18,657
738,15,672
737,17,689
736,20,709
735,20,729
734,17,746
733,21,767
732,24,791
731,18,809
730,22,831
729,25,856
728,17,873
727,27,900
726,25,925
725,23,948
724,23,971
723,23,994
722,34,1028
721,28,1056
720,20,1076
719,27,1103
718,33,1136
717,29,1165
716,27,1192
715,33,1225
714,28,1253
713,39,1292
712,27,1319
711,32,1351
710,35,1386
709,34,1420
708,34,1454
707,35,1489
706,39,1528
705,34,1562
704,48,1610
703,31,1641
702,41,1682
701,38,1720
700,43,1763
699,46,1809
698,44,1853
697,36,1889
696,46,1935
695,58,1993
694,42,2035
693,41,2076
692,54,2130
691,56,2186
690,43,2229
689,45,2274
688,62,2336
687,43,2379
686,50,2429
685,54,2483
684,71,2554
683,43,2597
682,60,2657
681,56,2713
680,61,2774
679,65,2839
678,64,2903
677,59,2962
676,67,3029
675,63,3092
674,65,3157
673,64,3221
672,68,3289
671,67,3356
670,92,3448
669,60,3508
668,79,3587
667,73,3660
666,86,3746
665,78,3824
664,74,3898
663,86,3984
662,78,4062
661,89,4151
660,87,4238
659,76,4314
658,92,4406
657,77,4483
656,101,4584
655,97,4681
654,87,4768
653,88,4856
652,107,4963
651,88,5051
650,113,5164
649,105,5269
648,87,5356
647,113,5469
646,103,5572
645,91,5663
644,105,5768
643,136,5904
642,106,6010
641,119,6129
640,109,6238
639,111,6349
638,116,6465
637,115,6580
636,117,6697
635,123,6820
634,114,6934
633,115,7049
632,129,7178
631,144,7322
630,121,7443
629,135,7578
628,146,7724
627,116,7840
626,132,7972
625,171,8143
624,137,8280
623,120,8400
622,146,8546
621,151,8697
620,125,8822
619,162,8984
