分数,本段人数,累计人数
700,6,6
699,3,9
698,1,10
697,1,11
696,2,13
695,0,13
694,4,17
693,5,22
692,3,25
691,2,27
690,10,37
689,4,41
688,5,46
687,7,53
686,10,63
685,10,73
684,13,86
683,11,97
682,12,109
681,16,125
680,11,136
679,17,153
678,19,172
677,22,194
676,30,224
675,27,251
674,30,281
673,41,322
672,31,353
671,32,385
670,38,423
669,33,456
668,46,502
667,59,561
666,54,615
665,67,682
664,48,730
663,64,794
662,78,872
661,70,942
660,80,1022
659,107,1129
658,94,1223
657,96,1319
656,107,1426
655,100,1526
654,122,1648
653,123,1771
652,135,1906
651,139,2045
650,166,2211
649,142,2353
648,129,2482
647,156,2638
646,173,2811
645,144,2955
644,197,3152
643,201,3353
642,226,3579
641,220,3799
640,207,4006
639,237,4243
638,239,4482
637,239,4721
636,284,5005
635,275,5280
634,284,5564
633,266,5830
632,306,6136
631,324,6460
630,343,6803
629,315,7118
628,349,7467
627,366,7833
626,355,8188
625,377,8565
624,384,8949
623,414,9363
622,392,9755
621,453,10208
620,429,10637
619,418,11055
618,433,11488
617,484,11972
616,481,12453
615,515,12968
614,513,13481
613,534,14015
612,528,14543
611,512,15055
610,579,15634
609,601,16235
608,586,16821
607,651,17472
606,620,18092
605,632,18724
604,648,19372
603,668,20040
602,646,20686
601,652,21338
600,734,22072
599,701,22773
598,768,23541
597,723,24264
596,742,25006
595,711,25717
594,775,26492
593,754,27246
592,797,28043
591,774,28817
590,817,29634
589,815,30449
588,837,31286
587,819,32105
586,887,32992
585,878,33870
584,853,34723
583,874,35597
582,863,36460
581,926,37386
580,915,38301
579,897,39198
578,957,40155
577,979,41134
576,982,42116
575,986,43102
574,952,44054
573,1012,45066
572,1024,46090
571,1014,47104
570,1052,48156
569,1105,49261
568,1065,50326
567,1076,51402
566,1071,52473
565,1102,53575
564,1134,54709
563,1109,55818
562,1092,56910
561,1148,58058
560,1116,59174
559,1182,60356
558,1127,61483
557,1174,62657
556,1171,63828
555,1174,65002
554,1268,66270
553,1245,67515
