分数,本段人数,累计人数
687,2,14
686,4,18
684,3,21
683,5,26
682,3,29
681,3,32
680,2,34
679,3,37
678,4,41
677,3,44
676,2,46
675,7,53
674,5,58
673,5,63
672,9,72
671,12,84
670,8,92
669,7,99
668,13,112
667,16,128
666,11,139
665,11,150
664,8,158
663,10,168
662,11,179
661,17,196
660,21,217
659,16,233
658,21,254
657,21,275
656,25,300
655,21,321
654,29,350
653,36,386
652,36,422
651,25,447
650,42,489
649,48,537
648,40,577
647,38,615
646,37,652
645,47,699
644,48,747
643,58,805
642,41,846
641,61,907
640,64,971
639,61,1032
638,60,1092
637,61,1153
636,69,1222
635,75,1297
634,76,1373
633,76,1449
632,75,1524
631,100,1624
630,83,1707
629,99,1806
628,111,1917
627,98,2015
626,104,2119
625,109,2228
624,124,2352
623,110,2462
622,114,2576
621,116,2692
620,129,2821
619,144,2965
618,126,3091
617,130,3221
616,142,3363
615,144,3507
614,151,3658
613,176,3834
612,173,4007
611,180,4187
610,160,4347
609,194,4541
608,218,4759
607,192,4951
606,185,5136
605,200,5336
604,203,5539
603,199,5738
602,244,5982
601,222,6204
600,238,6442
599,240,6682
598,251,6933
597,233,7166
596,234,7400
595,261,7661
594,264,7925
593,241,8166
592,285,8451
591,278,8729
590,288,9017
589,298,9315
588,305,9620
587,299,9919
586,312,10231
585,340,10571
584,325,10896
583,314,11210
582,333,11543
581,326,11869
580,360,12229
579,364,12593
578,360,12953
577,349,13302
576,395,13697
575,375,14072
574,348,14420
573,342,14762
572,360,15122
571,400,15522
570,412,15934
569,405,16339
568,416,16755
567,396,17151
566,431,17582
565,452,18034
564,408,18442
563,415,18857
562,454,19311
561,432,19743
560,430,20173
559,449,20622
558,475,21097
557,451,21548
556,474,22022
555,471,22493
554,439,22932
553,491,23423
552,532,23955
551,533,24488
550,499,24987
549,487,25474
548,529,26003
547,491,26494
546,520,27014
545,519,27533
544,584,28117
543,550,28667
542,569,29236
541,500,29736
540,576,30312
539,557,30869
538,523,31392
537,577,31969
536,616,32585
535,538,33123
534,561,33684
533,632,34316
532,592,34908
531,575,35483
530,576,36059
529,604,36663
528,627,37290
527,617,37907
526,588,38495
525,651,39146
524,618,39764
523,641,40405
522,635,41040
521,610,41650
520,689,42339
519,635,42974
518,701,43675
517,594,44269
516,650,44919
515,656,45575
514,648,46223
513,702,46925
512,720,47645
511,678,48323
510,650,48973
509,669,49642
508,698,50340
507,676,51016
