score,count,cumulative
666,1,1
665,0,1
664,0,1
663,0,1
662,1,2
661,0,2
660,0,2
659,1,3
658,0,3
657,1,4
656,3,7
655,1,8
654,0,8
653,2,10
652,1,11
651,0,11
650,2,13
649,2,15
648,0,15
646,1,17
645,2,19
644,1,20
643,5,25
642,3,28
641,2,30
640,2,32
639,1,33
638,2,35
637,2,37
636,1,38
635,4,42
634,3,45
633,4,49
632,7,56
631,1,57
630,8,65
629,5,70
628,1,71
627,3,74
626,2,76
625,4,80
624,7,87
623,4,91
622,10,101
621,8,109
620,10,119
619,6,125
618,10,135
617,7,142
616,9,151
615,9,160
614,7,167
613,16,183
612,9,192
611,10,202
610,8,210
609,10,220
608,9,229
607,10,239
606,9,248
605,8,256
604,13,269
603,13,282
602,16,298
601,14,312
600,15,327
599,15,342
598,15,357
597,11,368
596,15,383
595,18,401
594,24,425
593,24,449
592,19,468
591,28,496
590,26,522
589,25,547
588,23,570
587,27,597
586,27,624
585,34,658
584,33,691
583,22,713
582,32,745
581,34,779
580,23,802
579,27,829
578,31,860
577,41,901
576,30,931
575,33,964
574,39,1003
573,59,1062
572,32,1094
571,51,1145
570,56,1201
569,42,1243
568,42,1285
567,32,1317
566,39,1356
565,39,1395
564,48,1443
563,44,1487
562,47,1534
561,51,1585
560,53,1638
559,50,1688
558,40,1728
557,47,1775
556,43,1818
555,40,1858
554,55,1913
553,68,1981
552,64,2045
551,57,2102
550,60,2162
549,85,2247
548,62,2309
547,75,2384
546,69,2453
545,90,2543
544,73,2616
543,79,2695
542,90,2785
541,77,2862
540,85,2947
539,69,3016
538,71,3087
537,97,3184
536,94,3278
535,91,3369
534,89,3458
533,96,3554
532,85,3639
531,104,3743
530,117,3860
529,106,3966
528,121,4087
527,105,4192
526,123,4315
525,117,4432
524,113,4545
523,144,4689
522,131,4820
521,129,4949
520,143,5092
519,136,5228
518,142,5370
517,134,5504
516,130,5634
515,143,5777
514,131,5908
513,161,6069
512,174,6243
511,176,6419
510,165,6584
509,174,6758
508,172,6930
507,186,7116
506,177,7293
505,173,7466
504,209,7675
503,175,7850
502,176,8026
501,209,8235
500,193,8428
499,198,8626
498,185,8811
497,215,9026
496,228,9254
495,197,9451
494,194,9645
493,196,9841
492,223,10064
491,220,10284
490,223,10507
489,240,10747
488,227,10974
487,231,11205
486,266,11471
485,247,11718
484,219,11937
483,260,12197
482,264,12461
481,259,12720
480,258,12978
479,217,13195
478,255,13450
477,262,13712
476,259,13971
475,254,14225
474,274,14499
473,264,14763
472,251,15014
471,261,15275
470,272,15547
469,264,15811
468,254,16065
467,285,16350
466,272,16622
465,278,16900
464,312,17212
463,258,17470
462,290,17760
461,282,18042
460,309,18351
459,300,18651
458,280,18931
457,288,19219
456,270,19489
455,303,19792
454,310,20102
453,292,20394
452,320,20714
451,353,21067
450,294,21361
449,263,21624
448,307,21931
447,311,22242
446,306,22548
445,294,22842
444,324,23166
443,321,23487
442,305,23792
441,317,24109
440,304,24413
439,308,24721
438,327,25048
437,325,25373
436,284,25657
435,291,25948
