分数,本段人数,累计人数
672,1,1
668,1,2
666,1,3
665,1,4
658,1,5
657,3,8
656,2,10
655,2,12
654,1,13
653,1,14
652,3,17
651,1,18
650,4,22
649,3,25
648,4,29
647,8,37
646,6,43
645,6,49
644,5,54
643,7,61
642,5,66
641,6,72
640,10,82
639,15,97
638,10,107
637,14,121
636,13,134
635,8,142
634,8,150
633,20,170
632,17,187
631,18,205
630,22,227
629,17,244
628,20,264
627,25,289
626,23,312
625,15,327
624,32,359
623,34,393
622,23,416
621,37,453
620,32,485
619,39,524
618,40,564
617,41,605
616,59,664
615,49,713
614,47,760
613,56,816
612,57,873
611,65,938
610,47,985
609,71,1056
608,64,1120
607,70,1190
606,65,1255
605,86,1341
604,75,1416
603,86,1502
602,76,1578
601,112,1690
600,85,1775
599,103,1878
598,118,1996
597,110,2106
596,106,2212
595,107,2319
594,109,2428
593,111,2539
592,123,2662
591,141,2803
590,153,2956
589,124,3080
588,154,3234
587,156,3390
586,150,3540
585,190,3730
584,168,3898
583,178,4076
582,188,4264
581,183,4447
580,190,4637
579,186,4823
578,184,5007
577,183,5190
576,197,5387
575,242,5629
574,213,5842
573,226,6068
572,223,6291
571,281,6572
570,255,6827
569,254,7081
568,230,7311
567,267,7578
566,265,7843
565,307,8150
564,280,8430
563,286,8716
562,345,9061
561,297,9358
560,314,9672
559,361,10033
558,338,10371
557,337,10708
556,367,11075
555,367,11442
554,403,11845
553,338,12183
552,399,12582
551,410,12992
550,403,13395
549,405,13800
548,413,14213
547,422,14635
546,478,15113
545,452,15565
544,479,16044
543,461,16505
542,477,16982
541,524,17506
540,481,17987
539,452,18439
538,546,18985
537,538,19523
536,512,20035
535,571,20606
534,546,21152
533,583,21735
532,557,22292
531,554,22846
530,594,23440
529,631,24071
528,558,24629
527,628,25257
526,670,25927
525,623,26550
524,648,27198
523,635,27833
522,631,28464
521,706,29170
520,713,29883
519,696,30579
518,691,31270
517,681,31951
516,726,32677
515,710,33387
514,743,34130
513,707,34837
512,754,35591
511,788,36379
510,787,37166
509,772,37938
508,814,38752
507,808,39560
506,813,40373
505,821,41194
504,754,41948
503,836,42784
502,807,43591
501,803,44394
500,827,45221
499,872,46093
498,834,46927
497,877,47804
496,786,48590
495,876,49466
494,802,50268
493,859,51127
492,953,52080
491,857,52937
490,847,53784
489,891,54675
488,877,55552
487,871,56423
486,874,57297
485,845,58142
484,876,59018
483,846,59864
482,847,60711
481,885,61596
480,922,62518
479,883,63401
478,884,64285
477,888,65173
476,850,66023
475,868,66891
474,908,67799
473,827,68626
472,815,69441
471,878,70319
470,891,71210
469,849,72059
468,854,72913
467,840,73753
466,824,74577
465,838,75415
464,853,76268
463,840,77108
462,855,77963
461,855,78818
460,841,79659
459,835,80494
458,858,81352
457,818,82170
456,845,83015
455,758,83773
454,795,84568
453,891,85459
452,799,86258
451,825,87083
450,820,87903
449,824,88727
448,783,89510
447,810,90320
446,804,91124
445,798,91922
444,789,92711
443,723,93434
442,794,94228
441,740,94968
440,773,95741
439,763,96504
438,779,97283
437,723,98006
436,737,98743
435,760,99503
434,801,100304
433,739,101043
432,732,101775
431,682,102457
430,701,103158
429,773,103931
428,714,104645
427,772,105417
426,702,106119
425,703,106822
424,718,107540
423,671,108211
422,748,108959
421,733,109692
420,721,110413
419,771,111184
418,736,111920
417,662,112582
416,698,113280
415,713,113993
414,748,114741
413,688,115429
412,684,116113
411,694,116807
410,752,117559
409,670,118229
408,683,118912
407,782,119694
406,697,120391
405,737,121128
404,701,121829
403,675,122504
402,681,123185
401,697,123882
400,681,124563
399,659,125222
398,701,125923
397,760,126683
396,675,127358
395,721,128079
394,745,128824
393,700,129524
392,687,130211
391,687,130898
390,727,131625
389,741,132366
388,688,133054
387,703,133757
386,729,134486
385,701,135187
384,715,135902
383,667,136569
382,687,137256
381,742,137998
380,729,138727
379,691,139418
378,677,140095
377,711,140806
376,738,141544
375,689,142233
374,714,142947
373,713,143660
372,695,144355
371,707,145062
370,711,145773
369,685,146458
368,753,147211
367,684,147895
366,716,148611
365,668,149279
364,680,149959
363,649,150608
362,685,151293
361,718,152011
360,714,152725
359,704,153429
358,693,154122
357,633,154755
356,687,155442
355,710,156152
354,705,156857
353,694,157551
352,710,158261
351,672,158933
350,653,159586
349,663,160249
348,660,160909
347,685,161594
346,681,162275
345,713,162988
344,668,163656
343,652,164308
342,653,164961
341,617,165578
340,615,166193
339,668,166861
338,597,167458
337,611,168069
336,605,168674
335,608,169282
334,622,169904
333,591,170495
332,619,171114
331,633,171747
330,566,172313
329,604,172917
328,575,173492
327,587,174079
326,600,174679
325,617,175296
324,545,175841
323,532,176373
322,560,176933
321,528,177461
320,539,178000
319,557,178557
318,514,179071
317,548,179619
316,509,180128
315,545,180673
314,522,181195
313,494,181689
312,509,182198
311,502,182700
310,474,183174
309,464,183638
308,487,184125
307,471,184596
306,473,185069
305,456,185525
304,443,185968
303,466,186434
302,417,186851
301,418,187269
300,430,187699
299,440,188139
298,454,188593
297,408,189001
296,431,189432
295,405,189837
294,397,190234
293,427,190661
292,399,191060
291,445,191505
290,389,191894
289,387,192281
288,387,192668
287,349,193017
286,386,193403
285,394,193797
284,384,194181
283,376,194557
282,347,194904
281,354,195258
280,364,195622
279,362,195984
278,337,196321
277,333,196654
276,352,197006
275,363,197369
274,348,197717
273,317,198034
272,322,198356
271,297,198653
270,312,198965
269,323,199288
268,302,199590
267,317,199907
266,278,200185
265,272,200457
264,295,200752
263,278,201030
262,267,201297
261,253,201550
260,263,201813
259,269,202082
258,294,202376
257,261,202637
256,272,202909
255,227,203136
254,257,203393
253,256,203649
252,221,203870
251,228,204098
250,221,204319
249,252,204571
248,216,204787
247,250,205037
246,239,205276
245,231,205507
244,223,205730
243,215,205945
242,223,206168
241,213,206381
240,226,206607
239,211,206818
238,201,207019
237,211,207230
236,206,207436
235,193,207629
234,168,207797
233,192,207989
232,160,208149
231,192,208341
230,166,208507
229,184,208691
228,183,208874
227,179,209053
226,146,209199
225,172,209371
224,157,209528
223,143,209671
222,173,209844
221,144,209988
220,151,210139
219,154,210293
218,136,210429
217,158,210587
216,132,210719
215,144,210863
214,114,210977
213,136,211113
212,121,211234
211,141,211375
210,146,211521
209,143,211664
208,144,211808
207,115,211923
206,103,212026
205,98,212124
204,115,212239
203,109,212348
202,111,212459
201,103,212562
200,95,212657
199,88,212745
198,99,212844
197,95,212939
196,82,213021
195,80,213101
194,98,213199
193,80,213279
192,103,213382
191,93,213475
190,81,213556
189,73,213629
188,84,213713
187,80,213793
186,79,213872
185,66,213938
184,99,214037
183,64,214101
182,64,214165
181,71,214236
180,82,214318
179,70,214388
178,81,214469
177,48,214517
176,59,214576
175,61,214637
174,48,214685
173,48,214733
172,46,214779
171,66,214845
170,45,214890
169,57,214947
168,52,214999
167,44,215043
166,37,215080
165,45,215125
164,40,215165
163,41,215206
162,40,215246
161,43,215289
160,34,215323
159,41,215364
158,34,215398
157,27,215425
156,39,215464
155,32,215496
154,36,215532
153,41,215573
152,20,215593
151,25,215618
150,28,215646
149,32,215678
148,20,215698
147,26,215724
146,29,215753
145,26,215779
144,31,215810
143,25,215835
142,13,215848
141,26,215874
140,18,215892
139,17,215909
138,26,215935
137,20,215955
136,22,215977
135,22,215999
134,20,216019
133,14,216033
132,17,216050
131,17,216067
130,22,216089
129,13,216102
128,14,216116
127,12,216128
126,15,216143
125,11,216154
124,15,216169
123,11,216180
122,11,216191
121,16,216207
120,8,216215
119,10,216225
118,12,216237
117,5,216242
116,8,216250
115,11,216261
114,9,216270
113,4,216274
112,8,216282
111,10,216292
110,8,216300
109,4,216304
108,6,216310
107,4,216314
106,6,216320
105,3,216323
104,11,216334
103,6,216340
102,3,216343
101,10,216353
100,2,216355
