score,count,cumulative
711,1,1
709,1,2
708,1,3
704,1,4
703,2,6
702,1,7
700,4,11
699,4,15
698,2,17
697,3,20
696,5,25
695,6,31
694,6,37
693,2,39
692,5,44
691,5,49
690,14,63
689,5,68
688,15,83
687,14,97
686,9,106
685,11,117
684,26,143
683,19,162
682,30,192
681,32,224
680,26,250
679,22,272
678,38,310
677,38,348
676,31,379
675,48,427
674,47,474
673,50,524
672,52,576
671,42,618
670,77,695
669,57,752
668,64,816
667,61,877
666,77,954
665,82,1036
664,80,1116
663,74,1190
662,98,1288
661,110,1398
660,99,1497
659,98,1595
658,100,1695
657,103,1798
656,110,1908
655,127,2035
654,100,2135
653,131,2266
652,116,2382
651,132,2514
650,134,2648
649,127,2775
648,148,2923
647,150,3073
646,165,3238
645,156,3394
644,163,3557
643,169,3726
642,171,3897
641,200,4097
640,173,4270
639,208,4478
638,195,4673
637,220,4893
636,216,5109
635,225,5334
634,213,5547
633,215,5762
632,233,5995
631,218,6213
630,268,6481
629,270,6751
628,246,6997
627,220,7217
626,247,7464
625,258,7722
624,268,7990
623,270,8260
622,254,8514
621,248,8762
620,297,9059
619,288,9347
618,307,9654
617,287,9941
616,296,10237
615,325,10562
614,312,10874
613,343,11217
612,319,11536
611,317,11853
610,342,12195
609,351,12546
608,339,12885
607,351,13236
606,381,13617
605,368,13985
604,347,14332
603,380,14712
602,388,15100
601,362,15462
600,411,15873
599,399,16272
598,434,16706
597,458,17164
596,387,17551
595,394,17945
594,423,18368
593,428,18796
592,457,19253
591,429,19682
590,449,20131
589,441,20572
588,493,21065
587,452,21517
586,467,21984
585,466,22450
584,462,22912
583,479,23391
582,509,23900
581,515,24415
580,464,24879
579,504,25383
578,539,25922
577,527,26449
576,545,26994
575,513,27507
574,563,28070
573,532,28602
572,556,29158
571,594,29752
570,593,30345
569,512,30857
568,551,31408
567,564,31972
566,524,32496
565,589,33085
564,577,33662
563,604,34266
562,623,34889
561,653,35542
560,595,36137
559,627,36764
558,639,37403
557,659,38062
556,612,38674
555,662,39336
554,669,40005
553,652,40657
552,641,41298
551,651,41949
550,647,42596
549,679,43275
548,688,43963
547,690,44653
546,678,45331
545,728,46059
544,714,46773
543,736,47509
542,662,48171
541,696,48867
540,692,49559
539,740,50299
538,745,51044
537,775,51819
536,721,52540
535,741,53281
534,739,54020
533,758,54778
532,790,55568
531,836,56404
530,818,57222
529,854,58076
528,761,58837
527,809,59646
526,789,60435
525,769,61204
524,808,62012
523,823,62835
522,826,63661
521,836,64497
520,889,65386
519,815,66201
518,847,67048
517,839,67887
516,836,68723
515,825,69548
514,909,70457
513,871,71328
512,853,72181
511,859,73040
510,887,73927
509,913,74840
508,933,75773
507,862,76635
506,887,77522
505,890,78412
504,985,79397
503,917,80314
502,957,81271
501,988,82259
500,971,83230
499,984,84214
498,943,85157
497,981,86138
496,990,87128
495,984,88112
494,999,89111
493,987,90098
492,936,91034
491,990,92024
490,1023,93047
489,1051,94098
488,1076,95174
487,1082,96256
486,1087,97343
485,1092,98435
484,1071,99506
483,1075,100581
482,1076,101657
481,1024,102681
480,1150,103831
479,1092,104923
478,1153,106076
477,1092,107168
476,1080,108248
475,1093,109341
474,1181,110522
473,1159,111681
472,1141,112822
471,1123,113945
470,1083,115028
469,1153,116181
468,1158,117339
467,1147,118486
466,1199,119685
465,1167,120852
464,1176,122028
463,1204,123232
462,1170,124402
461,1163,125565
460,1214,126779
459,1169,127948
458,1230,129178
457,1201,130379
456,1161,131540
455,1190,132730
454,1265,133995
453,1227,135222
452,1263,136485
451,1230,137715
450,1183,138898
449,1231,140129
448,1253,141382
447,1231,142613
446,1196,143809
445,1272,145081
444,1232,146313
443,1246,147559
442,1232,148791
441,1224,150015
440,1236,151251
439,1261,152512
438,1286,153798
437,1220,155018
436,1196,156214
435,1212,157426
434,1224,158650
433,1219,159869
432,1272,161141
431,1224,162365
430,1203,163568
429,1181,164749
428,1209,165958
427,1198,167156
426,1249,168405
425,1236,169641
424,1210,170851
423,1157,172008
422,1268,173276
421,1165,174441
420,1288,175729
419,1204,176933
418,1229,178162
417,1244,179406
416,1164,180570
415,1209,181779
414,1171,182950
413,1160,184110
412,1142,185252
411,1118,186370
410,1113,187483
409,1203,188686
408,1143,189829
407,1096,190925
406,1150,192075
405,1143,193218
404,1061,194279
403,1096,195375
402,1156,196531
401,1049,197580
400,1065,198645
399,1067,199712
398,1119,200831
397,1113,201944
396,1028,202972
395,1103,204075
394,1026,205101
393,1025,206126
392,1053,207179
391,1024,208203
390,990,209193
389,935,210128
388,1070,211198
387,950,212148
386,1000,213148
385,1000,214148
384,1032,215180
383,910,216090
382,934,217024
381,948,217972
380,983,218955
379,964,219919
378,980,220899
377,972,221871
376,916,222787
375,937,223724
374,896,224620
373,918,225538
372,886,226424
371,873,227297
370,830,228127
369,878,229005
368,836,229841
367,848,230689
366,866,231555
365,858,232413
364,828,233241
363,831,234072
362,789,234861
361,847,235708
360,892,236600
359,829,237429
358,777,238206
357,782,238988
356,797,239785
355,770,240555
354,789,241344
353,734,242078
352,729,242807
351,767,243574
350,709,244283
349,734,245017
348,726,245743
347,656,246399
346,751,247150
345,676,247826
344,704,248530
343,670,249200
342,662,249862
341,666,250528
340,687,251215
339,675,251890
338,666,252556
337,626,253182
336,667,253849
335,662,254511
334,610,255121
333,665,255786
332,636,256422
331,625,257047
330,621,257668
329,551,258219
328,578,258797
327,603,259400
326,587,259987
325,615,260602
324,565,261167
323,573,261740
322,566,262306
321,572,262878
320,524,263402
319,528,263930
318,507,264437
317,575,265012
316,532,265544
315,517,266061
314,496,266557
313,502,267059
312,538,267597
311,512,268109
310,508,268617
309,489,269106
308,477,269583
307,487,270070
306,477,270547
305,450,270997
304,449,271446
303,501,271947
302,416,272363
301,437,272800
300,435,273235
299,452,273687
298,426,274113
297,460,274573
296,403,274976
295,429,275405
294,436,275841
293,403,276244
292,401,276645
291,399,277044
290,407,277451
289,395,277846
288,379,278225
287,373,278598
286,391,278989
285,350,279339
284,366,279705
283,349,280054
282,346,280400
281,344,280744
280,394,281138
279,336,281474
278,334,281808
277,321,282129
276,332,282461
275,318,282779
274,360,283139
273,306,283445
272,320,283765
271,314,284079
270,307,284386
269,314,284700
268,316,285016
267,269,285285
266,294,285579
265,280,285859
264,269,286128
263,302,286430
262,245,286675
261,251,286926
260,269,287195
259,224,287419
258,277,287696
257,263,287959
256,262,288221
255,261,288482
254,241,288723
253,245,288968
252,252,289220
251,248,289468
250,274,289742
249,276,290018
248,251,290269
247,213,290482
246,247,290729
245,240,290969
244,244,291213
243,219,291432
242,210,291642
241,229,291871
240,219,292090
239,219,292309
238,232,292541
237,205,292746
236,221,292967
235,192,293159
234,194,293353
233,201,293554
232,189,293743
231,196,293939
230,198,294137
229,191,294328
228,208,294536
227,168,294704
226,180,294884
225,179,295063
224,156,295219
223,173,295392
222,160,295552
221,156,295708
220,163,295871
219,186,296057
218,160,296217
217,165,296382
216,172,296554
215,155,296709
214,167,296876
213,156,297032
212,149,297181
211,144,297325
210,170,297495
209,147,297642
208,135,297777
207,139,297916
206,163,298079
205,136,298215
204,132,298347
203,126,298473
202,129,298602
201,121,298723
200,122,298845
0,35652,334497
