score,count,cumulative
660,10,10
652,11,21
651,2,23
649,2,25
648,1,26
646,1,27
644,1,28
643,2,30
641,1,31
640,3,34
639,2,36
638,2,38
637,1,39
636,3,42
634,3,45
633,3,48
632,2,50
631,3,53
629,2,55
628,2,57
627,1,58
626,5,63
625,3,66
624,3,69
623,3,72
622,4,76
621,3,79
620,8,87
619,3,90
618,3,93
617,4,97
615,2,99
614,6,105
613,6,111
611,4,115
610,1,116
609,7,123
608,3,126
607,8,134
606,7,141
605,5,146
604,5,151
603,5,156
602,5,161
601,7,168
600,6,174
599,5,179
598,6,185
597,3,188
596,7,195
595,2,197
594,9,206
593,13,219
592,3,222
591,10,232
590,8,240
589,5,245
588,6,251
587,8,259
586,8,267
585,2,269
584,11,280
583,5,285
582,9,294
581,10,304
580,4,308
579,6,314
578,14,328
577,7,335
576,12,347
575,10,357
574,6,363
573,11,374
572,5,379
571,11,390
570,13,403
569,11,414
568,13,427
567,9,436
566,11,447
565,13,460
564,16,476
563,15,491
562,15,506
561,12,518
560,14,532
559,11,543
558,9,552
557,17,569
556,11,580
555,17,597
554,13,610
553,13,623
552,8,631
551,9,640
550,21,661
549,18,679
548,20,699
547,15,714
546,21,735
545,23,758
544,23,781
543,14,795
542,13,808
541,20,828
540,23,851
539,19,870
538,20,890
537,18,908
536,26,934
535,18,952
534,21,973
533,20,993
532,18,1011
531,27,1038
530,33,1071
529,19,1090
528,26,1116
527,16,1132
526,21,1153
525,21,1174
524,20,1194
523,19,1213
522,22,1235
521,30,1265
520,25,1290
519,25,1315
518,26,1341
517,31,1372
516,31,1403
515,44,1447
514,32,1479
513,28,1507
512,29,1536
511,32,1568
510,25,1593
509,29,1622
508,34,1656
507,33,1689
506,30,1719
505,36,1755
504,34,1789
503,37,1826
502,33,1859
501,44,1903
500,41,1944
499,34,1978
498,39,2017
497,41,2058
496,31,2089
495,34,2123
494,43,2166
493,38,2204
492,38,2242
491,48,2290
490,38,2328
489,56,2384
488,36,2420
487,48,2468
486,37,2505
485,48,2553
484,46,2599
483,50,2649
482,46,2695
481,53,2748
480,48,2796
479,53,2849
478,38,2887
477,52,2939
476,40,2979
475,48,3027
474,51,3078
473,65,3143
472,69,3212
471,47,3259
470,61,3320
469,56,3376
468,57,3433
467,65,3498
466,69,3567
465,59,3626
464,59,3685
463,64,3749
462,75,3824
461,59,3883
460,51,3934
459,57,3991
458,69,4060
457,67,4127
456,65,4192
455,70,4262
454,63,4325
453,70,4395
452,60,4455
451,88,4543
450,89,4632
449,62,4694
448,86,4780
447,62,4842
446,87,4929
445,86,5015
444,68,5083
443,80,5163
442,81,5244
441,69,5313
440,61,5374
439,68,5442
438,89,5531
437,94,5625
436,70,5695
435,76,5771
434,69,5840
433,85,5925
432,78,6003
431,88,6091
430,70,6161
429,101,6262
428,89,6351
427,97,6448
426,103,6551
425,82,6633
424,105,6738
423,90,6828
422,93,6921
421,93,7014
420,127,7141
419,101,7242
418,123,7365
417,98,7463
416,104,7567
415,98,7665
414,130,7795
413,129,7924
412,101,8025
411,106,8131
410,124,8255
409,97,8352
408,119,8471
407,117,8588
406,117,8705
405,127,8832
404,111,8943
403,117,9060
402,135,9195
401,143,9338
400,102,9440
399,120,9560
398,110,9670
397,120,9790
396,108,9898
395,130,10028
394,125,10153
393,133,10286
392,133,10419
391,116,10535
390,128,10663
389,118,10781
388,119,10900
387,152,11052
386,148,11200
385,142,11342
384,144,11486
383,154,11640
382,123,11763
381,132,11895
380,136,12031
379,155,12186
378,153,12339
377,130,12469
376,139,12608
375,123,12731
374,153,12884
373,150,13034
372,158,13192
371,141,13333
370,134,13467
369,145,13612
368,159,13771
367,137,13908
366,151,14059
365,149,14208
364,154,14362
363,119,14481
362,144,14625
361,142,14767
360,172,14939
359,161,15100
358,156,15256
357,145,15401
356,150,15551
355,174,15725
354,141,15866
353,157,16023
352,149,16172
351,156,16328
350,146,16474
349,149,16623
348,154,16777
347,172,16949
346,153,17102
345,156,17258
344,159,17417
343,163,17580
342,169,17749
341,155,17904
340,160,18064
339,157,18221
338,138,18359
337,149,18508
336,148,18656
335,157,18813
334,157,18970
333,163,19133
332,178,19311
331,170,19481
330,146,19627
329,161,19788
328,137,19925
327,159,20084
326,147,20231
325,161,20392
324,142,20534
323,172,20706
322,143,20849
321,166,21015
320,164,21179
319,129,21308
318,136,21444
317,159,21603
316,160,21763
315,150,21913
314,150,22063
313,160,22223
312,133,22356
311,144,22500
310,186,22686
309,155,22841
308,127,22968
307,138,23106
306,169,23275
305,151,23426
304,147,23573
303,129,23702
302,140,23842
301,145,23987
300,138,24125
299,142,24267
298,149,24416
297,130,24546
296,127,24673
295,127,24800
294,135,24935
293,135,25070
292,149,25219
291,140,25359
290,127,25486
289,121,25607
288,111,25718
287,137,25855
286,111,25966
285,119,26085
284,130,26215
283,153,26368
282,116,26484
281,121,26605
280,111,26716
279,112,26828
278,112,26940
277,107,27047
276,105,27152
275,133,27285
274,106,27391
273,103,27494
272,95,27589
271,96,27685
270,116,27801
269,112,27913
268,110,28023
267,102,28125
266,104,28229
265,100,28329
264,119,28448
263,109,28557
262,87,28644
261,98,28742
260,98,28840
259,104,28944
258,106,29050
257,97,29147
256,80,29227
255,94,29321
254,82,29403
253,76,29479
252,93,29572
251,72,29644
250,78,29722
249,86,29808
248,106,29914
247,70,29984
246,65,30049
245,81,30130
244,69,30199
243,53,30252
242,72,30324
241,59,30383
240,66,30449
239,60,30509
238,58,30567
237,60,30627
236,67,30694
235,67,30761
234,56,30817
233,48,30865
232,60,30925
231,61,30986
230,63,31049
229,52,31101
228,60,31161
227,55,31216
226,50,31266
225,45,31311
224,46,31357
223,30,31387
222,43,31430
221,48,31478
220,39,31517
219,41,31558
218,35,31593
217,33,31626
216,38,31664
215,38,31702
214,27,31729
213,25,31754
212,37,31791
211,41,31832
210,30,31862
209,32,31894
208,22,31916
207,30,31946
206,21,31967
205,27,31994
204,23,32017
203,27,32044
202,12,32056
201,29,32085
200,27,32112
199,16,32128
198,15,32143
197,24,32167
196,20,32187
195,23,32210
194,17,32227
193,12,32239
192,15,32254
191,11,32265
190,10,32275
189,10,32285
188,5,32290
187,12,32302
186,8,32310
185,7,32317
184,8,32325
183,3,32328
182,8,32336
181,8,32344
180,9,32353
179,10,32363
178,8,32371
177,8,32379
176,12,32391
175,6,32397
174,3,32400
173,7,32407
172,1,32408
171,5,32413
170,5,32418
169,5,32423
168,4,32427
167,5,32432
166,9,32441
165,3,32444
164,3,32447
163,3,32450
162,4,32454
161,7,32461
160,3,32464
159,5,32469
158,1,32470
157,2,32472
156,1,32473
155,2,32475
154,5,32480
153,1,32481
152,3,32484
151,3,32487
150,2,32489
148,1,32490
146,1,32491
145,2,32493
144,1,32494
143,1,32495
142,3,32498
141,1,32499
140,1,32500
138,2,32502
137,1,32503
134,1,32504
133,2,32506
132,1,32507
131,2,32509
129,2,32511
127,3,32514
123,1,32515
122,1,32516
113,1,32517
111,1,32518
103,1,32519
101,1,32520
100,1,32521
96,1,32522
93,1,32523
84,1,32524
65,1,32525
53,1,32526
