score,count,cumulative
605,10,10
593,10,20
592,1,21
590,3,24
589,1,25
588,1,26
587,2,28
586,1,29
584,1,30
583,4,34
582,2,36
581,1,37
580,2,39
578,1,40
577,1,41
576,1,42
575,4,46
574,5,51
573,4,55
572,1,56
571,2,58
570,1,59
569,2,61
568,1,62
567,5,67
566,2,69
565,4,73
564,1,74
563,2,76
562,4,80
561,2,82
560,1,83
559,3,86
558,4,90
557,7,97
556,2,99
555,5,104
554,2,106
553,3,109
552,2,111
551,4,115
550,7,122
549,3,125
548,3,128
547,3,131
546,5,136
545,7,143
544,9,152
543,3,155
542,4,159
541,8,167
540,4,171
539,7,178
538,7,185
537,11,196
536,5,201
535,4,205
534,5,210
533,8,218
532,9,227
531,8,235
530,13,248
529,8,256
528,9,265
527,11,276
526,12,288
525,16,304
524,10,314
523,11,325
522,7,332
521,8,340
520,8,348
519,11,359
518,8,367
517,14,381
516,9,390
515,12,402
514,10,412
513,14,426
512,10,436
511,17,453
510,12,465
509,21,486
508,6,492
507,11,503
506,16,519
505,9,528
504,8,536
503,9,545
502,14,559
501,10,569
500,11,580
499,13,593
498,12,605
497,15,620
496,17,637
495,11,648
494,10,658
493,21,679
492,19,698
491,14,712
490,17,729
489,18,747
488,16,763
487,20,783
486,20,803
485,21,824
484,26,850
483,23,873
482,19,892
481,24,916
480,21,937
479,22,959
478,23,982
477,22,1004
476,18,1022
475,20,1042
474,26,1068
473,28,1096
472,28,1124
471,23,1147
470,27,1174
469,24,1198
468,30,1228
467,27,1255
466,35,1290
465,31,1321
464,28,1349
463,26,1375
462,31,1406
461,28,1434
460,37,1471
459,23,1494
458,34,1528
457,44,1572
456,39,1611
455,27,1638
454,44,1682
453,41,1723
452,45,1768
451,38,1806
450,49,1855
449,41,1896
448,44,1940
447,43,1983
446,42,2025
445,38,2063
444,38,2101
443,52,2153
442,47,2200
441,62,2262
440,46,2308
439,50,2358
438,48,2406
437,39,2445
436,56,2501
435,51,2552
434,57,2609
433,51,2660
432,51,2711
431,51,2762
430,63,2825
429,54,2879
428,62,2941
427,48,2989
426,73,3062
425,72,3134
424,70,3204
423,47,3251
422,52,3303
421,62,3365
420,59,3424
419,71,3495
418,80,3575
417,57,3632
416,64,3696
415,52,3748
414,73,3821
