分数,本段人数,累计人数
399,1109,140901
398,1036,141937
397,1024,142961
396,1023,143984
395,1068,145052
394,1095,146147
393,1061,147208
392,1113,148321
391,1047,149368
390,1058,150426
389,1062,151488
388,1055,152543
387,1049,153592
386,1001,154593
385,1066,155659
384,1054,156713
383,1093,157806
382,1008,158814
381,1086,159900
380,1021,160921
379,1047,161968
378,1022,162990
377,1032,164022
376,1090,165112
375,1003,166115
374,1074,167189
373,1088,168277
372,1066,169343
371,1026,170369
370,1127,171496
369,1059,172555
368,1122,173677
367,1092,174769
366,1038,175807
365,1022,176829
364,1066,177895
363,1025,178920
362,1050,179970
361,1106,181076
360,1003,182079
359,1038,183117
358,1026,184143
357,1002,185145
356,1035,186180
355,1040,187220
354,1013,188233
353,1037,189270
352,1015,190285
351,1050,191335
350,1050,192385
349,1019,193404
348,1011,194415
347,994,195409
346,1000,196409
345,1030,197439
344,1024,198463
343,997,199460
342,1019,200479
341,1046,201525
340,1011,202536
339,978,203514
338,1004,204518
337,1017,205535
336,979,206514
335,943,207457
334,957,208414
333,946,209360
332,949,210309
331,921,211230
330,919,212149
329,979,213128
328,994,214122
327,922,215044
326,936,215980
325,878,216858
324,870,217728
323,917,218645
322,894,219539
321,955,220494
320,904,221398
319,870,222268
318,892,223160
317,864,224024
316,881,224905
315,924,225829
314,849,226678
313,813,227491
312,852,228343
311,813,229156
310,778,229934
309,778,230712
308,818,231530
307,809,232339
306,766,233105
305,777,233882
304,733,234615
303,761,235376
302,718,236094
301,727,236821
300,730,237551
299,728,238279
298,738,239017
297,668,239685
296,736,240421
295,704,241125
294,672,241797
293,725,242522
292,681,243203
291,599,243802
290,655,244457
289,653,245110
288,664,245774
287,606,246380
286,624,247004
285,589,247593
284,591,248184
283,573,248757
282,579,249336
281,555,249891
280,518,250409
279,492,250901
278,508,251409
277,528,251937
276,516,252453
275,518,252971
274,466,253437
273,464,253901
272,469,254370
271,466,254836
270,438,255274
269,451,255725
268,429,256154
267,450,256604
266,420,257024
265,427,257451
264,369,257820
263,374,258194
262,392,258586
261,353,258939
260,359,259298
259,344,259642
258,313,259955
257,323,260278
256,321,260599
255,348,260947
254,321,261268
253,304,261572
252,306,261878
251,332,262210
250,293,262503
249,263,262766
248,253,263019
247,253,263272
246,235,263507
245,250,263757
244,227,263984
243,219,264203
242,228,264431
241,226,264657
240,192,264849
239,214,265063
238,198,265261
237,174,265435
236,221,265656
235,194,265850
234,192,266042
233,193,266235
232,195,266430
231,156,266586
230,176,266762
229,163,266925
228,162,267087
227,152,267239
226,136,267375
225,125,267500
224,116,267616
223,137,267753
222,117,267870
221,134,268004
220,119,268123
219,108,268231
218,97,268328
217,108,268436
216,118,268554
215,93,268647
214,103,268750
213,97,268847
212,96,268943
211,79,269022
210,85,269107
209,92,269199
208,90,269289
207,101,269390
206,99,269489
205,93,269582
204,79,269661
203,89,269750
202,62,269812
201,74,269886
200,76,269962
199,64,270026
198,54,270080
197,65,270145
196,64,270209
195,58,270267
194,67,270334
193,53,270387
192,52,270439
191,57,270496
190,40,270536
189,46,270582
188,38,270620
187,46,270666
186,33,270699
185,47,270746
184,45,270791
183,44,270835
182,42,270877
181,41,270918
180,38,270956
179,40,270996
178,25,271021
177,37,271058
176,33,271091
175,40,271131
174,41,271172
173,35,271207
172,30,271237
171,33,271270
170,30,271300
169,26,271326
168,29,271355
167,25,271380
166,22,271402
165,24,271426
164,29,271455
163,30,271485
162,26,271511
161,18,271529
160,24,271553
159,24,271577
158,23,271600
157,34,271634
156,23,271657
155,20,271677
154,25,271702
153,18,271720
152,23,271743
151,21,271764
150,17,271781
149,21,271802
148,14,271816
147,12,271828
146,17,271845
145,13,271858
144,13,271871
143,11,271882
142,11,271893
141,15,271908
140,15,271923
139,7,271930
138,12,271942
137,9,271951
136,7,271958
135,10,271968
134,5,271973
133,16,271989
132,15,272004
131,10,272014
130,8,272022
129,8,272030
128,7,272037
127,8,272045
126,7,272052
125,6,272058
124,11,272069
123,5,272074
122,6,272080
121,6,272086
120,4,272090
119,8,272098
118,6,272104
117,2,272106
116,9,272115
115,9,272124
114,4,272128
113,6,272134
112,5,272139
111,6,272145
110,0,272145
109,6,272151
108,3,272154
107,6,272160
106,6,272166
105,7,272173
104,3,272176
103,7,272183
102,1,272184
101,7,272191
100,5,272196
