score,count,cumulative
652,35,35
651,2,37
650,5,42
649,1,43
648,4,47
647,7,54
646,10,64
645,6,70
644,3,73
643,11,84
642,3,87
641,6,93
640,6,99
639,6,105
638,7,112
637,10,122
636,16,138
635,9,147
634,7,154
633,7,161
632,12,173
631,7,180
630,5,185
629,8,193
628,19,212
627,19,231
626,12,243
625,10,253
624,15,268
623,17,285
622,16,301
621,15,316
620,16,332
619,20,352
618,15,367
617,20,387
616,18,405
615,27,432
614,14,446
613,19,465
612,23,488
611,20,508
610,22,530
609,21,551
608,22,573
607,18,591
606,26,617
605,26,643
604,21,664
603,33,697
602,21,718
601,22,740
600,26,766
599,26,792
598,29,821
597,31,852
596,26,878
595,21,899
594,32,931
593,26,957
592,30,987
591,37,1024
590,31,1055
589,44,1099
588,32,1131
587,42,1173
586,46,1219
585,35,1254
584,55,1309
583,46,1355
582,36,1391
581,50,1441
580,44,1485
579,34,1519
578,42,1561
577,42,1603
576,52,1655
575,45,1700
574,53,1753
573,45,1798
572,41,1839
571,65,1904
570,55,1959
569,51,2010
568,68,2078
567,65,2143
566,49,2192
565,46,2238
564,70,2308
563,74,2382
562,59,2441
561,63,2504
560,55,2559
559,64,2623
558,58,2681
557,75,2756
556,66,2822
555,75,2897
554,68,2965
553,79,3044
552,77,3121
551,61,3182
550,75,3257
549,73,3330
548,90,3420
547,84,3504
546,73,3577
545,83,3660
544,84,3744
543,84,3828
542,106,3934
541,86,4020
540,80,4100
539,97,4197
538,89,4286
537,89,4375
536,99,4474
535,105,4579
534,116,4695
533,96,4791
532,99,4890
531,95,4985
530,110,5095
529,104,5199
528,107,5306
527,110,5416
526,127,5543
525,103,5646
524,124,5770
523,90,5860
522,140,6000
521,117,6117
520,112,6229
519,124,6353
518,123,6476
517,120,6596
516,113,6709
515,118,6827
514,145,6972
513,129,7101
512,108,7209
511,154,7363
510,125,7488
509,120,7608
508,136,7744
507,143,7887
506,143,8030
505,130,8160
504,151,8311
503,137,8448
502,158,8606
501,136,8742
500,163,8905
499,169,9074
498,125,9199
497,151,9350
496,154,9504
495,153,9657
494,161,9818
493,125,9943
492,164,10107
491,161,10268
