分数,本段人数,累计人数
615,51,51
614,1,52
613,9,61
612,5,66
611,2,68
610,3,71
609,6,77
608,3,80
607,5,85
606,5,90
605,5,95
604,7,102
603,2,104
602,5,109
601,4,113
600,3,116
599,1,117
598,8,125
597,4,129
596,4,133
595,6,139
594,7,146
593,4,150
592,7,157
591,8,165
590,7,172
589,7,179
588,6,185
587,6,191
586,14,205
585,3,208
584,5,213
583,6,219
582,9,228
581,8,236
580,6,242
579,10,252
578,7,259
577,15,274
576,9,283
575,9,292
574,12,304
573,12,316
572,12,328
571,5,333
570,10,343
569,11,354
568,12,366
567,12,378
566,13,391
565,17,408
564,17,425
563,19,444
562,13,457
561,16,473
560,18,491
559,18,509
558,13,522
557,12,534
556,16,550
555,16,566
554,30,596
553,19,615
552,24,639
551,23,662
550,24,686
549,22,708
548,28,736
547,24,760
546,14,774
545,18,792
544,18,810
543,26,836
542,25,861
541,21,882
540,22,904
539,29,933
538,26,959
537,37,996
536,25,1021
535,22,1043
534,29,1072
533,29,1101
532,19,1120
531,31,1151
530,27,1178
529,33,1211
528,36,1247
527,36,1283
526,35,1318
525,33,1351
524,34,1385
523,37,1422
522,38,1460
521,36,1496
520,36,1532
519,45,1577
518,46,1623
517,43,1666
516,40,1706
515,45,1751
514,53,1804
513,44,1848
512,41,1889
511,55,1944
510,45,1989
509,50,2039
508,48,2087
507,53,2140
506,49,2189
505,39,2228
504,59,2287
503,47,2334
502,56,2390
501,58,2448
500,62,2510
499,50,2560
498,60,2620
497,64,2684
496,63,2747
495,55,2802
494,54,2856
493,63,2919
492,83,3002
491,71,3073
490,53,3126
489,65,3191
488,61,3252
487,82,3334
486,75,3409
485,65,3474
484,68,3542
483,74,3616
482,86,3702
481,62,3764
480,93,3857
479,82,3939
478,66,4005
477,74,4079
476,78,4157
475,85,4242
474,84,4326
473,82,4408
472,87,4495
471,87,4582
470,97,4679
469,102,4781
468,98,4879
467,90,4969
466,108,5077
465,79,5156
464,111,5267
463,112,5379
462,79,5458
461,86,5544
460,102,5646
459,93,5739
458,91,5830
457,95,5925
456,88,6013
455,84,6097
454,106,6203
453,105,6308
452,107,6415
451,106,6521
450,112,6633
449,99,6732
448,105,6837
447,104,6941
446,125,7066
445,115,7181
444,126,7307
443,103,7410
442,112,7522
441,134,7656
440,96,7752
439,120,7872
438,126,7998
437,94,8092
436,97,8189
435,124,8313
434,121,8434
433,129,8563
432,126,8689
431,120,8809
430,114,8923
429,109,9032
428,111,9143
427,120,9263
426,117,9380
425,112,9492
424,126,9618
423,121,9739
422,141,9880
421,117,9997
420,109,10106
419,128,10234
418,103,10337
417,124,10461
416,120,10581
415,125,10706
414,118,10824
413,116,10940
412,143,11083
411,123,11206
410,126,11332
409,127,11459
408,118,11577
407,131,11708
406,138,11846
405,123,11969
404,132,12101
403,109,12210
402,122,12332
401,119,12451
400,104,12555
399,126,12681
398,141,12822
397,130,12952
396,127,13079
395,148,13227
394,134,13361
393,122,13483
392,113,13596
391,118,13714
390,153,13867
389,102,13969
388,132,14101
387,121,14222
386,113,14335
385,138,14473
384,141,14614
383,127,14741
382,108,14849
381,126,14975
380,135,15110
379,134,15244
378,104,15348
377,118,15466
376,121,15587
375,113,15700
374,124,15824
373,82,15906
372,111,16017
371,125,16142
370,109,16251
369,129,16380
368,114,16494
367,116,16610
366,127,16737
365,113,16850
364,121,16971
363,132,17103
362,125,17228
361,105,17333
360,120,17453
359,118,17571
358,141,17712
357,113,17825
356,109,17934
355,110,18044
354,110,18154
353,117,18271
352,111,18382
351,118,18500
350,97,18597
349,108,18705
348,95,18800
347,102,18902
346,113,19015
345,105,19120
344,99,19219
343,114,19333
342,114,19447
341,109,19556
340,87,19643
339,101,19744
338,99,19843
337,98,19941
336,91,20032
335,84,20116
334,104,20220
333,113,20333
332,82,20415
331,74,20489
330,94,20583
329,84,20667
328,77,20744
327,93,20837
326,101,20938
325,76,21014
324,91,21105
323,77,21182
322,69,21251
321,84,21335
320,70,21405
319,69,21474
318,87,21561
317,71,21632
316,76,21708
315,89,21797
314,71,21868
313,49,21917
312,50,21967
311,68,22035
310,64,22099
309,73,22172
308,66,22238
307,69,22307
306,59,22366
305,63,22429
304,61,22490
303,57,22547
302,61,22608
301,37,22645
300,54,22699
299,62,22761
298,51,22812
297,49,22861
296,45,22906
295,44,22950
294,45,22995
293,38,23033
292,47,23080
291,42,23122
290,42,23164
289,37,23201
288,38,23239
287,35,23274
286,43,23317
285,48,23365
284,35,23400
283,34,23434
282,39,23473
281,31,23504
280,28,23532
279,44,23576
278,39,23615
277,32,23647
276,39,23686
275,26,23712
274,24,23736
273,33,23769
272,29,23798
271,29,23827
270,29,23856
269,28,23884
268,19,23903
267,23,23926
266,23,23949
265,29,23978
264,13,23991
263,24,24015
262,23,24038
261,15,24053
260,26,24079
259,19,24098
258,20,24118
257,17,24135
256,26,24161
255,17,24178
254,22,24200
253,17,24217
252,21,24238
251,16,24254
250,20,24274
249,21,24295
248,16,24311
247,17,24328
246,16,24344
245,13,24357
244,13,24370
243,13,24383
242,3,24386
241,6,24392
240,10,24402
239,11,24413
238,9,24422
237,19,24441
236,14,24455
235,11,24466
234,7,24473
233,6,24479
232,11,24490
231,13,24503
230,5,24508
229,13,24521
228,4,24525
227,3,24528
226,13,24541
225,3,24544
224,14,24558
223,5,24563
222,11,24574
221,9,24583
220,5,24588
219,6,24594
218,8,24602
217,8,24610
216,8,24618
215,7,24625
214,12,24637
213,3,24640
212,6,24646
211,3,24649
210,5,24654
209,5,24659
208,12,24671
207,4,24675
206,4,24679
205,6,24685
204,7,24692
203,8,24700
202,3,24703
201,3,24706
200,7,24713
199,1,24714
198,3,24717
197,3,24720
196,5,24725
195,2,24727
194,3,24730
193,6,24736
192,5,24741
191,3,24744
190,2,24746
189,6,24752
188,3,24755
187,3,24758
186,6,24764
185,6,24770
184,3,24773
183,2,24775
182,3,24778
181,3,24781
180,3,24784
179,2,24786
178,2,24788
177,4,24792
176,1,24793
175,4,24797
174,2,24799
173,3,24802
172,1,24803
171,3,24806
170,4,24810
169,2,24812
168,2,24814
167,1,24815
166,3,24818
165,1,24819
164,1,24820
163,1,24821
162,1,24822
161,2,24824
160,1,24825
159,0,24825
158,0,24825
157,4,24829
156,3,24832
155,2,24834
154,1,24835
153,1,24836
152,2,24838
151,0,24838
150,1,24839
