score,count,cumulative,source
556,460,460,dakao100.com/article_58.html
555,17,477,dakao100.com/article_58.html
554,21,498,dakao100.com/article_58.html
553,15,513,dakao100.com/article_58.html
552,10,523,dakao100.com/article_58.html
551,17,540,dakao100.com/article_58.html
550,17,557,dakao100.com/article_58.html
549,19,576,dakao100.com/article_58.html
548,13,589,dakao100.com/article_58.html
547,6,595,dakao100.com/article_58.html
546,19,614,dakao100.com/article_58.html
545,23,637,dakao100.com/article_58.html
544,30,667,dakao100.com/article_58.html
543,29,696,dakao100.com/article_58.html
542,26,722,dakao100.com/article_58.html
541,27,749,dakao100.com/article_58.html
540,27,776,dakao100.com/article_58.html
539,29,805,dakao100.com/article_58.html
538,21,826,dakao100.com/article_58.html
537,29,855,dakao100.com/article_58.html
536,24,879,dakao100.com/article_58.html
535,25,904,dakao100.com/article_58.html
534,28,932,dakao100.com/article_58.html
533,26,958,dakao100.com/article_58.html
532,16,974,dakao100.com/article_58.html
531,27,1001,dakao100.com/article_58.html
530,25,1026,dakao100.com/article_58.html
529,22,1048,dakao100.com/article_58.html
528,22,1070,dakao100.com/article_58.html
527,30,1100,dakao100.com/article_58.html
526,20,1120,dakao100.com/article_58.html
525,21,1141,dakao100.com/article_58.html
524,29,1170,dakao100.com/article_58.html
523,27,1197,dakao100.com/article_58.html
522,23,1220,dakao100.com/article_58.html
521,15,1235,dakao100.com/article_58.html
520,29,1264,dakao100.com/article_58.html
519,26,1290,dakao100.com/article_58.html
518,36,1326,dakao100.com/article_58.html
517,27,1353,dakao100.com/article_58.html
516,26,1379,dakao100.com/article_58.html
515,17,1396,dakao100.com/article_58.html
514,22,1418,dakao100.com/article_58.html
513,24,1442,dakao100.com/article_58.html
512,10,1452,dakao100.com/article_58.html
511,39,1491,dakao100.com/article_58.html
510,31,1522,dakao100.com/article_58.html
509,39,1561,dakao100.com/article_58.html
508,35,1596,dakao100.com/article_58.html
507,39,1635,dakao100.com/article_58.html
506,27,1662,dakao100.com/article_58.html
505,22,1684,dakao100.com/article_58.html
504,8,1692,dakao100.com/article_58.html
503,51,1743,dakao100.com/article_58.html
502,46,1789,dakao100.com/article_58.html
501,43,1832,dakao100.com/article_58.html
500,40,1872,dakao100.com/article_58.html
499,34,1906,dakao100.com/article_58.html
498,34,1940,dakao100.com/article_58.html
497,47,1987,dakao100.com/article_58.html
496,50,2037,dakao100.com/article_58.html
495,41,2078,dakao100.com/article_58.html
494,44,2122,dakao100.com/article_58.html
493,35,2157,dakao100.com/article_58.html
492,37,2194,dakao100.com/article_58.html
491,48,2242,dakao100.com/article_58.html
490,36,2278,dakao100.com/article_58.html
489,33,2311,dakao100.com/article_58.html
488,39,2350,dakao100.com/article_58.html
487,14,2364,dakao100.com/article_58.html
486,54,2418,dakao100.com/article_58.html
485,45,2463,dakao100.com/article_58.html
484,45,2508,dakao100.com/article_58.html
483,29,2537,dakao100.com/article_58.html
482,69,2606,dakao100.com/article_58.html
481,52,2658,dakao100.com/article_58.html
480,51,2709,dakao100.com/article_58.html
479,0,2709,dakao100.com/article_58.html
478,50,2759,dakao100.com/article_58.html
477,61,2820,dakao100.com/article_58.html
476,51,2871,dakao100.com/article_58.html
475,60,2931,dakao100.com/article_58.html
474,23,2954,dakao100.com/article_58.html
473,41,2995,dakao100.com/article_58.html
472,48,3043,dakao100.com/article_58.html
471,49,3092,dakao100.com/article_58.html
470,56,3148,dakao100.com/article_58.html
469,50,3198,dakao100.com/article_58.html
468,56,3254,dakao100.com/article_58.html
467,46,3300,dakao100.com/article_58.html
466,68,3368,dakao100.com/article_58.html
465,51,3419,dakao100.com/article_58.html
464,56,3475,dakao100.com/article_58.html
463,59,3534,dakao100.com/article_58.html
462,52,3586,dakao100.com/article_58.html
461,60,3646,dakao100.com/article_58.html
460,55,3701,dakao100.com/article_58.html
459,49,3750,dakao100.com/article_58.html
458,45,3795,dakao100.com/article_58.html
457,48,3843,dakao100.com/article_58.html
456,52,3895,dakao100.com/article_58.html
455,92,3987,dakao100.com/article_58.html
454,92,4079,dakao100.com/article_58.html
453,107,4186,dakao100.com/article_58.html
452,23,4209,dakao100.com/article_58.html
451,62,4271,dakao100.com/article_58.html
450,59,4330,dakao100.com/article_58.html
449,62,4392,dakao100.com/article_58.html
448,68,4460,dakao100.com/article_58.html
447,69,4529,dakao100.com/article_58.html
446,62,4591,dakao100.com/article_58.html
445,64,4655,dakao100.com/article_58.html
444,65,4720,dakao100.com/article_58.html
443,55,4775,dakao100.com/article_58.html
442,58,4833,dakao100.com/article_58.html
441,69,4902,dakao100.com/article_58.html
440,65,4967,dakao100.com/article_58.html
439,116,5083,dakao100.com/article_58.html
438,112,5195,dakao100.com/article_58.html
437,124,5319,dakao100.com/article_58.html
436,23,5342,dakao100.com/article_58.html
435,28,5370,dakao100.com/article_58.html
434,67,5437,dakao100.com/article_58.html
433,141,5578,dakao100.com/article_58.html
432,53,5631,dakao100.com/article_58.html
431,84,5715,dakao100.com/article_58.html
430,94,5809,dakao100.com/article_58.html
429,92,5901,dakao100.com/article_58.html
428,90,5991,dakao100.com/article_58.html
427,82,6073,dakao100.com/article_58.html
426,95,6168,dakao100.com/article_58.html
425,29,6197,dakao100.com/article_58.html
424,82,6279,dakao100.com/article_58.html
423,77,6356,dakao100.com/article_58.html
422,72,6428,dakao100.com/article_58.html
421,77,6505,dakao100.com/article_58.html
420,77,6582,dakao100.com/article_58.html
419,85,6667,dakao100.com/article_58.html
418,75,6742,dakao100.com/article_58.html
417,44,6786,dakao100.com/article_58.html
416,107,6893,dakao100.com/article_58.html
415,97,6990,dakao100.com/article_58.html
414,96,7086,dakao100.com/article_58.html
413,98,7184,dakao100.com/article_58.html
412,94,7278,dakao100.com/article_58.html
411,102,7380,dakao100.com/article_58.html
410,94,7474,dakao100.com/article_58.html
409,92,7566,dakao100.com/article_58.html
408,100,7666,dakao100.com/article_58.html
407,85,7751,dakao100.com/article_58.html
406,124,7875,dakao100.com/article_58.html
405,93,7968,dakao100.com/article_58.html
404,95,8063,dakao100.com/article_58.html
403,99,8162,dakao100.com/article_58.html
402,113,8275,dakao100.com/article_58.html
401,103,8378,dakao100.com/article_58.html
400,98,8476,dakao100.com/article_58.html
399,105,8581,dakao100.com/article_58.html
398,112,8693,dakao100.com/article_58.html
397,116,8809,dakao100.com/article_58.html
396,120,8929,dakao100.com/article_58.html
395,109,9038,dakao100.com/article_58.html
394,137,9175,dakao100.com/article_58.html
393,106,9281,dakao100.com/article_58.html
392,107,9388,dakao100.com/article_58.html
391,123,9511,dakao100.com/article_58.html
390,35,9546,dakao100.com/article_58.html
389,101,9647,dakao100.com/article_58.html
388,128,9775,dakao100.com/article_58.html
387,93,9868,dakao100.com/article_58.html
386,107,9975,dakao100.com/article_58.html
385,116,10091,dakao100.com/article_58.html
384,97,10188,dakao100.com/article_58.html
383,76,10264,dakao100.com/article_58.html
382,88,10352,dakao100.com/article_58.html
381,89,10441,dakao100.com/article_58.html
380,86,10527,dakao100.com/article_58.html
379,99,10626,dakao100.com/article_58.html
378,234,10860,dakao100.com/article_58.html
377,103,10963,dakao100.com/article_58.html
376,109,11072,dakao100.com/article_58.html
375,112,11184,dakao100.com/article_58.html
374,101,11285,dakao100.com/article_58.html
373,109,11394,dakao100.com/article_58.html
372,106,11500,dakao100.com/article_58.html
371,116,11616,dakao100.com/article_58.html
370,106,11722,dakao100.com/article_58.html
369,125,11847,dakao100.com/article_58.html
368,108,11955,dakao100.com/article_58.html
367,128,12083,dakao100.com/article_58.html
366,102,12185,dakao100.com/article_58.html
365,123,12308,dakao100.com/article_58.html
364,110,12418,dakao100.com/article_58.html
363,113,12531,dakao100.com/article_58.html
362,136,12667,dakao100.com/article_58.html
361,128,12795,dakao100.com/article_58.html
360,105,12900,dakao100.com/article_58.html
359,112,13012,dakao100.com/article_58.html
358,107,13119,dakao100.com/article_58.html
357,284,13403,dakao100.com/article_58.html
356,168,13571,dakao100.com/article_58.html
355,86,13657,dakao100.com/article_58.html
354,85,13742,dakao100.com/article_58.html
353,89,13831,dakao100.com/article_58.html
352,91,13922,dakao100.com/article_58.html
351,187,14109,dakao100.com/article_58.html
350,164,14273,dakao100.com/article_58.html
349,57,14330,dakao100.com/article_58.html
348,114,14444,dakao100.com/article_58.html
347,128,14572,dakao100.com/article_58.html
346,105,14677,dakao100.com/article_58.html
345,119,14796,dakao100.com/article_58.html
344,101,14897,dakao100.com/article_58.html
343,102,14999,dakao100.com/article_58.html
342,117,15116,dakao100.com/article_58.html
341,127,15243,dakao100.com/article_58.html
340,102,15345,dakao100.com/article_58.html
339,110,15455,dakao100.com/article_58.html
338,202,15657,dakao100.com/article_58.html
337,123,15780,dakao100.com/article_58.html
336,118,15898,dakao100.com/article_58.html
335,129,16027,dakao100.com/article_58.html
334,124,16151,dakao100.com/article_58.html
333,126,16277,dakao100.com/article_58.html
332,127,16404,dakao100.com/article_58.html
331,128,16532,dakao100.com/article_58.html
330,125,16657,dakao100.com/article_58.html
329,123,16780,dakao100.com/article_58.html
328,128,16908,dakao100.com/article_58.html
327,130,17038,dakao100.com/article_58.html
326,119,17157,dakao100.com/article_58.html
325,116,17273,dakao100.com/article_58.html
324,129,17402,dakao100.com/article_58.html
323,123,17525,dakao100.com/article_58.html
322,128,17653,dakao100.com/article_58.html
321,118,17771,dakao100.com/article_58.html
320,122,17893,dakao100.com/article_58.html
319,130,18023,dakao100.com/article_58.html
318,118,18141,dakao100.com/article_58.html
317,124,18265,dakao100.com/article_58.html
316,124,18389,dakao100.com/article_58.html
315,54,18443,dakao100.com/article_58.html
314,107,18550,dakao100.com/article_58.html
313,103,18653,dakao100.com/article_58.html
312,107,18760,dakao100.com/article_58.html
311,105,18865,dakao100.com/article_58.html
310,105,18970,dakao100.com/article_58.html
309,96,19066,dakao100.com/article_58.html
308,104,19170,dakao100.com/article_58.html
307,84,19254,dakao100.com/article_58.html
306,108,19362,dakao100.com/article_58.html
305,110,19472,dakao100.com/article_58.html
304,119,19591,dakao100.com/article_58.html
303,106,19697,dakao100.com/article_58.html
302,106,19803,dakao100.com/article_58.html
301,105,19908,dakao100.com/article_58.html
300,89,19997,dakao100.com/article_58.html
299,175,20172,dakao100.com/article_58.html
298,89,20261,dakao100.com/article_58.html
297,82,20343,dakao100.com/article_58.html
296,77,20420,dakao100.com/article_58.html
295,91,20511,dakao100.com/article_58.html
294,85,20596,dakao100.com/article_58.html
293,74,20670,dakao100.com/article_58.html
292,91,20761,dakao100.com/article_58.html
291,82,20843,dakao100.com/article_58.html
290,93,20936,dakao100.com/article_58.html
289,78,21014,dakao100.com/article_58.html
288,73,21087,dakao100.com/article_58.html
287,86,21173,dakao100.com/article_58.html
286,77,21250,dakao100.com/article_58.html
285,78,21328,dakao100.com/article_58.html
284,79,21407,dakao100.com/article_58.html
283,77,21484,dakao100.com/article_58.html
282,81,21565,dakao100.com/article_58.html
281,88,21653,dakao100.com/article_58.html
280,74,21727,dakao100.com/article_58.html
279,91,21818,dakao100.com/article_58.html
278,78,21896,dakao100.com/article_58.html
277,76,21972,dakao100.com/article_58.html
276,82,22054,dakao100.com/article_58.html
275,78,22132,dakao100.com/article_58.html
274,88,22220,dakao100.com/article_58.html
273,86,22306,dakao100.com/article_58.html
272,90,22396,dakao100.com/article_58.html
271,91,22487,dakao100.com/article_58.html
270,82,22569,dakao100.com/article_58.html
269,83,22652,dakao100.com/article_58.html
268,80,22732,dakao100.com/article_58.html
267,91,22823,dakao100.com/article_58.html
266,93,22916,dakao100.com/article_58.html
265,93,23009,dakao100.com/article_58.html
264,87,23096,dakao100.com/article_58.html
263,83,23179,dakao100.com/article_58.html
