score,count,cumulative
670,37,37
669,4,41
668,3,44
667,6,50
666,8,58
665,7,65
664,6,71
663,6,77
662,11,88
661,10,98
660,13,111
659,8,119
658,14,133
657,14,147
656,11,158
655,11,169
654,13,182
653,23,205
652,20,225
651,14,239
650,26,265
649,18,283
648,24,307
647,22,329
646,19,348
645,28,376
644,32,408
643,26,434
642,30,464
641,37,501
640,30,531
639,40,571
638,40,611
637,42,653
636,36,689
635,39,728
634,43,771
633,34,805
632,47,852
631,37,889
630,37,926
629,54,980
628,53,1033
627,63,1096
626,57,1153
625,66,1219
624,67,1286
623,54,1340
622,67,1407
621,71,1478
620,58,1536
619,80,1616
618,66,1682
617,82,1764
616,84,1848
615,77,1925
614,78,2003
613,90,2093
612,92,2185
611,95,2280
610,77,2357
609,99,2456
608,98,2554
607,100,2654
606,107,2761
605,105,2866
604,96,2962
603,104,3066
602,117,3183
601,83,3266
600,100,3366
599,111,3477
598,101,3578
597,145,3723
596,123,3846
595,124,3970
594,128,4098
593,120,4218
592,117,4335
591,139,4474
590,126,4600
589,131,4731
588,136,4867
587,131,4998
586,136,5134
585,158,5292
584,155,5447
583,173,5620
582,136,5756
581,158,5914
580,152,6066
579,140,6206
578,186,6392
577,160,6552
576,173,6725
575,186,6911
574,186,7097
573,177,7274
572,185,7459
571,167,7626
570,186,7812
569,201,8013
568,175,8188
567,204,8392
566,205,8597
565,199,8796
564,218,9014
563,202,9216
562,187,9403
561,220,9623
560,236,9859
559,227,10086
558,225,10311
557,248,10559
556,215,10774
555,191,10965
554,220,11185
553,226,11411
552,264,11675
551,240,11915
550,248,12163
549,237,12400
548,233,12633
547,248,12881
546,231,13112
545,242,13354
544,288,13642
543,267,13909
542,303,14212
541,279,14491
540,284,14775
539,279,15054
538,324,15378
537,272,15650
536,304,15954
535,244,16198
534,274,16472
533,327,16799
532,328,17127
531,323,17450
530,317,17767
529,319,18086
528,323,18409
527,309,18718
526,292,19010
525,354,19364
524,341,19705
523,337,20042
522,364,20406
521,344,20750
520,330,21080
519,348,21428
518,368,21796
517,357,22153
516,360,22513
515,340,22853
514,389,23242
513,324,23566
512,374,23940
511,402,24342
510,360,24702
509,369,25071
508,388,25459
507,397,25856
506,372,26228
505,388,26616
504,385,27001
503,425,27426
502,438,27864
501,403,28267
500,377,28644
499,392,29036
498,410,29446
497,387,29833
496,409,30242
495,481,30723
494,388,31111
493,463,31574
492,411,31985
491,401,32386
490,443,32829
489,464,33293
488,422,33715
487,421,34136
486,431,34567
485,440,35007
484,438,35445
483,455,35900
482,444,36344
481,443,36787
480,480,37267
479,474,37741
478,470,38211
477,486,38697
476,477,39174
474,476,40132
473,473,40605
472,480,41085
471,502,41587
470,495,42082
469,480,42562
468,535,43097
467,473,43570
466,518,44088
465,536,44624
464,514,45138
463,516,45654
462,546,46200
461,510,46710
460,516,47226
459,516,47742
458,504,48246
457,531,48777
456,511,49288
455,569,49857
454,530,50387
453,534,50921
452,537,51458
451,537,51995
450,558,52553
449,522,53075
448,546,53621
447,539,54160
446,529,54689
445,618,55307
444,569,55876
443,537,56413
442,542,56955
441,571,57526
440,536,58062
439,573,58635
438,536,59171
437,566,59737
436,550,60287
435,581,60868
434,546,61414
433,546,61960
432,545,62505
431,574,63079
430,546,63625
429,581,64206
428,594,64800
427,545,65345
426,537,65882
425,569,66451
424,595,67046
423,591,67637
422,592,68229
421,586,68815
420,571,69386
419,539,69925
418,555,70480
417,569,71049
416,578,71627
415,549,72176
414,550,72726
413,545,73271
412,538,73809
411,575,74384
410,562,74946
409,585,75531
408,568,76099
407,589,76688
406,556,77244
405,541,77785
404,592,78377
403,575,78952
402,547,79499
401,526,80025
400,519,80544
399,546,81090
398,579,81669
397,541,82210
396,534,82744
395,545,83289
394,546,83835
393,547,84382
392,481,84863
391,554,85417
390,493,85910
389,520,86430
388,492,86922
387,490,87412
386,530,87942
385,508,88450
384,499,88949
383,532,89481
382,477,89958
381,505,90463
380,468,90931
379,495,91426
378,472,91898
377,463,92361
376,449,92810
375,488,93298
373,468,94256
372,478,94734
371,430,95164
370,467,95631
369,471,96102
368,439,96541
367,432,96973
366,414,97387
365,418,97805
364,437,98242
363,385,98627
362,413,99040
361,404,99444
360,373,99817
359,434,100251
358,388,100639
357,420,101059
356,391,101450
355,373,101823
354,337,102160
353,350,102510
352,391,102901
351,323,103224
350,374,103598
349,353,103951
