score,count,cumulative,source
641,1,1,sohu.com/a/909421695_121124032
636,4,5,sohu.com/a/909421695_121124032
631,4,9,sohu.com/a/909421695_121124032
627,1,10,sohu.com/a/909421695_121124032
625,3,13,sohu.com/a/909421695_121124032
623,4,17,sohu.com/a/909421695_121124032
622,1,18,sohu.com/a/909421695_121124032
619,4,22,sohu.com/a/909421695_121124032
617,6,28,sohu.com/a/909421695_121124032
614,6,34,sohu.com/a/909421695_121124032
613,6,40,sohu.com/a/909421695_121124032
612,8,48,sohu.com/a/909421695_121124032
611,4,52,sohu.com/a/909421695_121124032
610,6,58,sohu.com/a/909421695_121124032
609,1,59,sohu.com/a/909421695_121124032
608,6,65,sohu.com/a/909421695_121124032
607,1,66,sohu.com/a/909421695_121124032
606,6,72,sohu.com/a/909421695_121124032
604,6,78,sohu.com/a/909421695_121124032
603,4,82,sohu.com/a/909421695_121124032
601,6,88,sohu.com/a/909421695_121124032
600,4,92,sohu.com/a/909421695_121124032
599,4,96,sohu.com/a/909421695_121124032
596,9,105,sohu.com/a/909421695_121124032
595,8,113,sohu.com/a/909421695_121124032
594,7,120,sohu.com/a/909421695_121124032
593,4,124,sohu.com/a/909421695_121124032
592,6,130,sohu.com/a/909421695_121124032
591,9,139,sohu.com/a/909421695_121124032
590,9,148,sohu.com/a/909421695_121124032
589,9,157,sohu.com/a/909421695_121124032
586,10,167,sohu.com/a/909421695_121124032
584,10,177,sohu.com/a/909421695_121124032
583,10,187,sohu.com/a/909421695_121124032
582,9,196,sohu.com/a/909421695_121124032
581,13,209,sohu.com/a/909421695_121124032
578,14,223,sohu.com/a/909421695_121124032
577,13,236,sohu.com/a/909421695_121124032
576,14,250,sohu.com/a/909421695_121124032
575,11,261,sohu.com/a/909421695_121124032
574,11,272,sohu.com/a/909421695_121124032
573,12,284,sohu.com/a/909421695_121124032
572,12,296,sohu.com/a/909421695_121124032
571,14,310,sohu.com/a/909421695_121124032
570,14,324,sohu.com/a/909421695_121124032
569,13,337,sohu.com/a/909421695_121124032
568,12,349,sohu.com/a/909421695_121124032
567,14,363,sohu.com/a/909421695_121124032
566,15,378,sohu.com/a/909421695_121124032
565,14,392,sohu.com/a/909421695_121124032
564,13,405,sohu.com/a/909421695_121124032
563,13,418,sohu.com/a/909421695_121124032
562,15,433,sohu.com/a/909421695_121124032
561,15,448,sohu.com/a/909421695_121124032
560,16,464,sohu.com/a/909421695_121124032
559,17,481,sohu.com/a/909421695_121124032
558,20,501,sohu.com/a/909421695_121124032
557,20,521,sohu.com/a/909421695_121124032
556,20,541,sohu.com/a/909421695_121124032
555,20,561,sohu.com/a/909421695_121124032
554,21,582,sohu.com/a/909421695_121124032
553,18,600,sohu.com/a/909421695_121124032
552,13,613,sohu.com/a/909421695_121124032
551,13,626,sohu.com/a/909421695_121124032
550,13,639,sohu.com/a/909421695_121124032
549,14,653,sohu.com/a/909421695_121124032
548,13,666,sohu.com/a/909421695_121124032
547,21,687,sohu.com/a/909421695_121124032
546,20,707,sohu.com/a/909421695_121124032
545,19,726,sohu.com/a/909421695_121124032
544,18,744,sohu.com/a/909421695_121124032
543,19,763,sohu.com/a/909421695_121124032
542,19,782,sohu.com/a/909421695_121124032
541,20,802,sohu.com/a/909421695_121124032
540,21,823,sohu.com/a/909421695_121124032
539,22,845,sohu.com/a/909421695_121124032
538,21,866,sohu.com/a/909421695_121124032
537,20,886,sohu.com/a/909421695_121124032
536,20,906,sohu.com/a/909421695_121124032
535,24,930,sohu.com/a/909421695_121124032
534,20,950,sohu.com/a/909421695_121124032
533,20,970,sohu.com/a/909421695_121124032
532,22,992,sohu.com/a/909421695_121124032
531,21,1013,sohu.com/a/909421695_121124032
530,23,1036,sohu.com/a/909421695_121124032
529,24,1060,sohu.com/a/909421695_121124032
528,22,1082,sohu.com/a/909421695_121124032
527,22,1104,sohu.com/a/909421695_121124032
526,24,1128,sohu.com/a/909421695_121124032
525,25,1153,sohu.com/a/909421695_121124032
524,28,1181,sohu.com/a/909421695_121124032
523,27,1208,sohu.com/a/909421695_121124032
522,27,1235,sohu.com/a/909421695_121124032
521,29,1264,sohu.com/a/909421695_121124032
520,28,1292,sohu.com/a/909421695_121124032
519,27,1319,sohu.com/a/909421695_121124032
518,25,1344,sohu.com/a/909421695_121124032
517,30,1374,sohu.com/a/909421695_121124032
516,29,1403,sohu.com/a/909421695_121124032
515,30,1433,sohu.com/a/909421695_121124032
514,33,1466,sohu.com/a/909421695_121124032
513,35,1501,sohu.com/a/909421695_121124032
512,35,1536,sohu.com/a/909421695_121124032
511,30,1566,sohu.com/a/909421695_121124032
510,32,1598,sohu.com/a/909421695_121124032
509,40,1638,sohu.com/a/909421695_121124032
508,40,1678,sohu.com/a/909421695_121124032
507,44,1722,sohu.com/a/909421695_121124032
506,43,1765,sohu.com/a/909421695_121124032
505,30,1795,sohu.com/a/909421695_121124032
504,31,1826,sohu.com/a/909421695_121124032
503,30,1856,sohu.com/a/909421695_121124032
502,34,1890,sohu.com/a/909421695_121124032
501,35,1925,sohu.com/a/909421695_121124032
500,27,1952,sohu.com/a/909421695_121124032
499,29,1981,sohu.com/a/909421695_121124032
498,37,2018,sohu.com/a/909421695_121124032
497,33,2051,sohu.com/a/909421695_121124032
496,39,2090,sohu.com/a/909421695_121124032
495,36,2126,sohu.com/a/909421695_121124032
494,44,2170,sohu.com/a/909421695_121124032
493,39,2209,sohu.com/a/909421695_121124032
492,53,2262,sohu.com/a/909421695_121124032
491,37,2299,sohu.com/a/909421695_121124032
490,27,2326,sohu.com/a/909421695_121124032
489,33,2359,sohu.com/a/909421695_121124032
488,36,2395,sohu.com/a/909421695_121124032
487,47,2442,sohu.com/a/909421695_121124032
486,41,2483,sohu.com/a/909421695_121124032
485,40,2523,sohu.com/a/909421695_121124032
484,37,2560,sohu.com/a/909421695_121124032
483,47,2607,sohu.com/a/909421695_121124032
482,41,2648,sohu.com/a/909421695_121124032
481,39,2687,sohu.com/a/909421695_121124032
480,43,2730,sohu.com/a/909421695_121124032
479,43,2773,sohu.com/a/909421695_121124032
478,36,2809,sohu.com/a/909421695_121124032
477,44,2853,sohu.com/a/909421695_121124032
476,40,2893,sohu.com/a/909421695_121124032
475,42,2935,sohu.com/a/909421695_121124032
474,44,2979,sohu.com/a/909421695_121124032
473,37,3016,sohu.com/a/909421695_121124032
472,51,3067,sohu.com/a/909421695_121124032
471,51,3118,sohu.com/a/909421695_121124032
470,67,3185,sohu.com/a/909421695_121124032
469,47,3232,sohu.com/a/909421695_121124032
468,46,3278,sohu.com/a/909421695_121124032
467,54,3332,sohu.com/a/909421695_121124032
466,44,3376,sohu.com/a/909421695_121124032
465,43,3419,sohu.com/a/909421695_121124032
464,53,3472,sohu.com/a/909421695_121124032
463,40,3512,sohu.com/a/909421695_121124032
462,41,3553,sohu.com/a/909421695_121124032
461,39,3592,sohu.com/a/909421695_121124032
460,47,3639,sohu.com/a/909421695_121124032
459,54,3693,sohu.com/a/909421695_121124032
458,46,3739,sohu.com/a/909421695_121124032
457,53,3792,sohu.com/a/909421695_121124032
456,59,3851,sohu.com/a/909421695_121124032
455,49,3900,sohu.com/a/909421695_121124032
454,50,3950,sohu.com/a/909421695_121124032
453,47,3997,sohu.com/a/909421695_121124032
