score,count,cumulative,source
670,9,9,sohu.com/a/909421695_121124032
669,5,14,sohu.com/a/909421695_121124032
668,5,19,sohu.com/a/909421695_121124032
667,4,23,sohu.com/a/909421695_121124032
666,7,30,sohu.com/a/909421695_121124032
665,9,39,sohu.com/a/909421695_121124032
663,8,47,sohu.com/a/909421695_121124032
662,15,62,sohu.com/a/909421695_121124032
660,15,77,sohu.com/a/909421695_121124032
656,13,90,sohu.com/a/909421695_121124032
653,15,105,sohu.com/a/909421695_121124032
651,15,120,sohu.com/a/909421695_121124032
650,17,137,sohu.com/a/909421695_121124032
649,20,157,sohu.com/a/909421695_121124032
648,22,179,sohu.com/a/909421695_121124032
647,24,203,sohu.com/a/909421695_121124032
646,23,226,sohu.com/a/909421695_121124032
645,22,248,sohu.com/a/909421695_121124032
643,24,272,sohu.com/a/909421695_121124032
642,24,296,sohu.com/a/909421695_121124032
641,20,316,sohu.com/a/909421695_121124032
640,21,337,sohu.com/a/909421695_121124032
638,22,359,sohu.com/a/909421695_121124032
637,20,379,sohu.com/a/909421695_121124032
636,25,404,sohu.com/a/909421695_121124032
635,24,428,sohu.com/a/909421695_121124032
634,21,449,sohu.com/a/909421695_121124032
633,22,471,sohu.com/a/909421695_121124032
632,20,491,sohu.com/a/909421695_121124032
631,21,512,sohu.com/a/909421695_121124032
630,20,532,sohu.com/a/909421695_121124032
629,21,553,sohu.com/a/909421695_121124032
628,25,578,sohu.com/a/909421695_121124032
627,24,602,sohu.com/a/909421695_121124032
626,24,626,sohu.com/a/909421695_121124032
625,24,650,sohu.com/a/909421695_121124032
624,27,677,sohu.com/a/909421695_121124032
623,22,699,sohu.com/a/909421695_121124032
622,22,721,sohu.com/a/909421695_121124032
621,26,747,sohu.com/a/909421695_121124032
620,21,768,sohu.com/a/909421695_121124032
619,27,795,sohu.com/a/909421695_121124032
618,28,823,sohu.com/a/909421695_121124032
617,30,853,sohu.com/a/909421695_121124032
616,29,882,sohu.com/a/909421695_121124032
615,32,914,sohu.com/a/909421695_121124032
614,26,940,sohu.com/a/909421695_121124032
613,30,970,sohu.com/a/909421695_121124032
612,33,1003,sohu.com/a/909421695_121124032
611,26,1029,sohu.com/a/909421695_121124032
610,22,1051,sohu.com/a/909421695_121124032
609,29,1080,sohu.com/a/909421695_121124032
608,30,1110,sohu.com/a/909421695_121124032
607,33,1143,sohu.com/a/909421695_121124032
606,37,1180,sohu.com/a/909421695_121124032
605,35,1215,sohu.com/a/909421695_121124032
604,37,1252,sohu.com/a/909421695_121124032
603,31,1283,sohu.com/a/909421695_121124032
602,35,1318,sohu.com/a/909421695_121124032
601,38,1356,sohu.com/a/909421695_121124032
600,35,1391,sohu.com/a/909421695_121124032
599,35,1426,sohu.com/a/909421695_121124032
598,37,1463,sohu.com/a/909421695_121124032
597,40,1503,sohu.com/a/909421695_121124032
596,38,1541,sohu.com/a/909421695_121124032
595,40,1581,sohu.com/a/909421695_121124032
594,47,1628,sohu.com/a/909421695_121124032
593,45,1673,sohu.com/a/909421695_121124032
592,41,1714,sohu.com/a/909421695_121124032
591,47,1761,sohu.com/a/909421695_121124032
590,40,1801,sohu.com/a/909421695_121124032
589,45,1846,sohu.com/a/909421695_121124032
588,44,1890,sohu.com/a/909421695_121124032
587,41,1931,sohu.com/a/909421695_121124032
586,54,1985,sohu.com/a/909421695_121124032
585,50,2035,sohu.com/a/909421695_121124032
584,50,2085,sohu.com/a/909421695_121124032
583,51,2136,sohu.com/a/909421695_121124032
582,43,2179,sohu.com/a/909421695_121124032
581,50,2229,sohu.com/a/909421695_121124032
580,47,2276,sohu.com/a/909421695_121124032
579,51,2327,sohu.com/a/909421695_121124032
578,51,2378,sohu.com/a/909421695_121124032
577,51,2429,sohu.com/a/909421695_121124032
576,39,2468,sohu.com/a/909421695_121124032
575,55,2523,sohu.com/a/909421695_121124032
574,63,2586,sohu.com/a/909421695_121124032
573,55,2641,sohu.com/a/909421695_121124032
572,52,2693,sohu.com/a/909421695_121124032
571,56,2749,sohu.com/a/909421695_121124032
570,60,2809,sohu.com/a/909421695_121124032
569,57,2866,sohu.com/a/909421695_121124032
568,52,2918,sohu.com/a/909421695_121124032
567,62,2980,sohu.com/a/909421695_121124032
566,50,3030,sohu.com/a/909421695_121124032
565,58,3088,sohu.com/a/909421695_121124032
564,44,3132,sohu.com/a/909421695_121124032
563,56,3188,sohu.com/a/909421695_121124032
562,55,3243,sohu.com/a/909421695_121124032
561,63,3306,sohu.com/a/909421695_121124032
560,65,3371,sohu.com/a/909421695_121124032
559,65,3436,sohu.com/a/909421695_121124032
558,60,3496,sohu.com/a/909421695_121124032
557,63,3559,sohu.com/a/909421695_121124032
556,62,3621,sohu.com/a/909421695_121124032
555,61,3682,sohu.com/a/909421695_121124032
554,65,3747,sohu.com/a/909421695_121124032
553,66,3813,sohu.com/a/909421695_121124032
552,71,3884,sohu.com/a/909421695_121124032
551,65,3949,sohu.com/a/909421695_121124032
550,72,4021,sohu.com/a/909421695_121124032
549,63,4084,sohu.com/a/909421695_121124032
548,67,4151,sohu.com/a/909421695_121124032
547,74,4225,sohu.com/a/909421695_121124032
546,72,4297,sohu.com/a/909421695_121124032
545,67,4364,sohu.com/a/909421695_121124032
544,73,4437,sohu.com/a/909421695_121124032
543,74,4511,sohu.com/a/909421695_121124032
542,80,4591,sohu.com/a/909421695_121124032
541,80,4671,sohu.com/a/909421695_121124032
540,82,4753,sohu.com/a/909421695_121124032
539,71,4824,sohu.com/a/909421695_121124032
538,83,4907,sohu.com/a/909421695_121124032
537,82,4989,sohu.com/a/909421695_121124032
536,83,5072,sohu.com/a/909421695_121124032
535,80,5152,sohu.com/a/909421695_121124032
