score,count,cumulative,source
661,36,36,dakao100.com/article_57.html
660,6,42,dakao100.com/article_57.html
659,6,48,dakao100.com/article_57.html
658,6,54,dakao100.com/article_57.html
657,6,60,dakao100.com/article_57.html
656,6,66,dakao100.com/article_57.html
655,7,73,dakao100.com/article_57.html
654,7,80,dakao100.com/article_57.html
653,7,87,dakao100.com/article_57.html
652,7,94,dakao100.com/article_57.html
651,7,101,dakao100.com/article_57.html
650,7,108,dakao100.com/article_57.html
649,8,116,dakao100.com/article_57.html
648,8,124,dakao100.com/article_57.html
647,8,132,dakao100.com/article_57.html
646,8,140,dakao100.com/article_57.html
645,8,148,dakao100.com/article_57.html
644,8,156,dakao100.com/article_57.html
643,8,164,dakao100.com/article_57.html
642,8,172,dakao100.com/article_57.html
641,8,180,dakao100.com/article_57.html
640,9,189,dakao100.com/article_57.html
639,9,198,dakao100.com/article_57.html
638,9,207,dakao100.com/article_57.html
637,9,216,dakao100.com/article_57.html
636,9,225,dakao100.com/article_57.html
635,9,234,dakao100.com/article_57.html
634,9,243,dakao100.com/article_57.html
633,9,252,dakao100.com/article_57.html
632,9,261,dakao100.com/article_57.html
631,10,271,dakao100.com/article_57.html
630,10,281,dakao100.com/article_57.html
629,10,291,dakao100.com/article_57.html
628,10,301,dakao100.com/article_57.html
627,10,311,dakao100.com/article_57.html
626,10,321,dakao100.com/article_57.html
625,12,333,dakao100.com/article_57.html
624,12,345,dakao100.com/article_57.html
623,12,357,dakao100.com/article_57.html
622,12,369,dakao100.com/article_57.html
621,12,381,dakao100.com/article_57.html
620,12,393,dakao100.com/article_57.html
619,7,400,dakao100.com/article_57.html
618,7,407,dakao100.com/article_57.html
617,7,414,dakao100.com/article_57.html
616,7,421,dakao100.com/article_57.html
615,7,428,dakao100.com/article_57.html
614,7,435,dakao100.com/article_57.html
613,7,442,dakao100.com/article_57.html
612,7,449,dakao100.com/article_57.html
611,7,456,dakao100.com/article_57.html
610,7,463,dakao100.com/article_57.html
609,7,470,dakao100.com/article_57.html
608,7,477,dakao100.com/article_57.html
607,6,483,dakao100.com/article_57.html
606,18,501,dakao100.com/article_57.html
605,18,519,dakao100.com/article_57.html
604,18,537,dakao100.com/article_57.html
