score,count,cumulative,source
674,6,6,hfplg.com/yfyd/12675.html
671,2,8,hfplg.com/yfyd/12675.html
670,2,10,hfplg.com/yfyd/12675.html
668,1,11,hfplg.com/yfyd/12675.html
663,4,15,hfplg.com/yfyd/12675.html
660,2,17,hfplg.com/yfyd/12675.html
659,1,18,hfplg.com/yfyd/12675.html
656,3,21,hfplg.com/yfyd/12675.html
655,1,22,hfplg.com/yfyd/12675.html
654,2,24,hfplg.com/yfyd/12675.html
651,8,32,hfplg.com/yfyd/12675.html
650,2,34,hfplg.com/yfyd/12675.html
649,4,38,hfplg.com/yfyd/12675.html
648,3,41,hfplg.com/yfyd/12675.html
647,2,43,hfplg.com/yfyd/12675.html
646,3,46,hfplg.com/yfyd/12675.html
645,1,47,hfplg.com/yfyd/12675.html
644,4,50,hfplg.com/yfyd/12675.html
643,4,54,hfplg.com/yfyd/12675.html
642,1,55,hfplg.com/yfyd/12675.html
641,6,60,hfplg.com/yfyd/12675.html
640,1,61,hfplg.com/yfyd/12675.html
639,7,67,hfplg.com/yfyd/12675.html
638,7,74,hfplg.com/yfyd/12675.html
637,3,77,hfplg.com/yfyd/12675.html
636,5,82,hfplg.com/yfyd/12675.html
635,6,88,hfplg.com/yfyd/12675.html
634,2,90,hfplg.com/yfyd/12675.html
633,2,92,hfplg.com/yfyd/12675.html
632,4,96,hfplg.com/yfyd/12675.html
631,1,97,hfplg.com/yfyd/12675.html
630,1,97,hfplg.com/yfyd/12675.html
629,1,97,hfplg.com/yfyd/12675.html
628,16,112,hfplg.com/yfyd/12675.html
627,4,116,hfplg.com/yfyd/12675.html
626,6,122,hfplg.com/yfyd/12675.html
625,8,130,hfplg.com/yfyd/12675.html
624,1,131,hfplg.com/yfyd/12675.html
623,15,145,hfplg.com/yfyd/12675.html
622,4,149,hfplg.com/yfyd/12675.html
621,1,150,hfplg.com/yfyd/12675.html
620,15,164,hfplg.com/yfyd/12675.html
619,1,165,hfplg.com/yfyd/12675.html
618,1,165,hfplg.com/yfyd/12675.html
617,21,185,hfplg.com/yfyd/12675.html
616,1,186,hfplg.com/yfyd/12675.html
615,18,203,hfplg.com/yfyd/12675.html
614,9,212,hfplg.com/yfyd/12675.html
613,10,222,hfplg.com/yfyd/12675.html
612,9,231,hfplg.com/yfyd/12675.html
611,11,242,hfplg.com/yfyd/12675.html
610,14,256,hfplg.com/yfyd/12675.html
609,13,269,hfplg.com/yfyd/12675.html
608,9,278,hfplg.com/yfyd/12675.html
607,15,293,hfplg.com/yfyd/12675.html
606,1,294,hfplg.com/yfyd/12675.html
605,18,311,hfplg.com/yfyd/12675.html
604,13,324,hfplg.com/yfyd/12675.html
603,8,332,hfplg.com/yfyd/12675.html
602,12,344,hfplg.com/yfyd/12675.html
601,16,360,hfplg.com/yfyd/12675.html
600,13,373,hfplg.com/yfyd/12675.html
599,16,389,hfplg.com/yfyd/12675.html
598,9,398,hfplg.com/yfyd/12675.html
597,18,416,hfplg.com/yfyd/12675.html
596,16,432,hfplg.com/yfyd/12675.html
595,9,441,hfplg.com/yfyd/12675.html
594,11,452,hfplg.com/yfyd/12675.html
593,18,470,hfplg.com/yfyd/12675.html
592,17,487,hfplg.com/yfyd/12675.html
591,13,500,hfplg.com/yfyd/12675.html
590,17,517,hfplg.com/yfyd/12675.html
