分数,本段人数,累计人数
730,1,1
722,1,2
720,1,3
716,1,4
715,1,5
714,1,6
712,1,7
710,2,9
709,4,13
708,1,14
706,2,16
705,2,18
704,3,21
703,5,26
702,2,28
701,5,33
700,1,34
699,4,38
698,3,41
697,2,43
696,2,45
695,5,50
694,4,54
693,6,60
692,4,64
691,4,68
690,2,70
689,2,72
688,3,75
687,2,77
686,6,83
685,8,91
684,7,98
683,6,104
682,15,119
681,8,127
680,7,134
679,10,144
678,11,155
677,4,159
676,14,173
675,17,190
674,18,208
673,16,224
672,5,229
671,9,238
670,15,253
669,16,269
668,18,287
667,20,307
666,19,326
665,19,345
664,16,361
663,30,391
662,24,415
661,20,435
660,23,458
659,24,482
658,34,516
657,38,554
656,29,583
655,33,616
654,32,648
653,34,682
652,36,718
651,44,762
650,40,802
649,35,837
648,40,877
647,54,931
646,56,987
645,59,1046
644,53,1099
643,49,1148
642,65,1213
641,48,1261
640,49,1310
639,53,1363
638,71,1434
637,76,1510
636,66,1576
635,54,1630
634,77,1707
633,64,1771
632,78,1849
631,84,1933
630,82,2015
629,89,2104
628,101,2205
627,85,2290
626,86,2376
625,97,2473
624,104,2577
623,96,2673
622,122,2795
621,93,2888
620,104,2992
619,117,3109
618,124,3233
617,98,3331
616,121,3452
615,126,3578
614,108,3686
613,131,3817
612,127,3944
611,133,4077
610,122,4199
609,137,4336
608,129,4465
607,141,4606
606,157,4763
605,170,4933
604,144,5077
603,168,5245
602,146,5391
601,156,5547
600,184,5731
599,172,5903
598,176,6079
597,171,6250
596,171,6421
595,188,6609
594,171,6780
593,162,6942
592,215,7157
591,185,7342
590,173,7515
589,180,7695
588,202,7897
587,199,8096
586,204,8300
585,222,8522
584,215,8737
583,223,8960
582,206,9166
581,243,9409
580,222,9631
579,227,9858
578,230,10088
577,237,10325
576,213,10538
575,241,10779
574,231,11010
573,271,11281
572,247,11528
571,285,11813
570,259,12072
569,262,12334
568,248,12582
567,266,12848
566,287,13135
565,298,13433
564,302,13735
563,275,14010
562,286,14296
561,290,14586
560,298,14884
559,296,15180
558,301,15481
557,355,15836
556,301,16137
555,319,16456
554,311,16767
553,359,17126
552,325,17451
551,345,17796
550,320,18116
549,332,18448
548,329,18777
547,332,19109
546,341,19450
545,380,19830
544,361,20191
543,345,20536
542,365,20901
541,385,21286
540,356,21642
539,376,22018
538,388,22406
537,368,22774
536,400,23174
535,372,23546
534,377,23923
533,373,24296
532,441,24737
531,448,25185
530,387,25572
529,401,25973
528,420,26393
527,442,26835
526,422,27257
525,459,27716
524,458,28174
523,464,28638
522,484,29122
521,472,29594
520,409,30003
519,432,30435
518,427,30862
517,465,31327
516,434,31761
515,445,32206
514,457,32663
513,470,33133
512,465,33598
511,506,34104
510,483,34587
509,459,35046
508,482,35528
507,502,36030
506,529,36559
505,539,37098
504,517,37615
503,482,38097
502,535,38632
501,534,39166
500,566,39732
499,536,40268
498,497,40765
497,552,41317
496,534,41851
495,551,42402
494,555,42957
493,549,43506
492,568,44074
491,536,44610
490,568,45178
489,568,45746
488,571,46317
487,548,46865
486,560,47425
485,584,48009
484,548,48557
483,569,49126
482,598,49724
481,557,50281
480,590,50871
479,597,51468
478,569,52037
477,566,52603
476,555,53158
475,594,53752
474,561,54313
473,640,54953
472,628,55581
471,621,56202
470,600,56802
469,620,57422
468,707,58129
467,610,58739
466,607,59346
465,621,59967
464,657,60624
463,649,61273
462,683,61956
461,670,62626
460,642,63268
459,714,63982
458,646,64628
457,679,65307
456,656,65963
455,663,66626
454,646,67272
453,691,67963
452,697,68660
451,642,69302
450,669,69971
449,656,70627
448,709,71336
447,713,72049
446,688,72737
445,754,73491
444,674,74165
443,733,74898
442,703,75601
441,706,76307
440,704,77011
439,705,77716
438,769,78485
437,715,79200
436,736,79936
435,715,80651
434,707,81358
433,706,82064
432,728,82792
431,735,83527
430,728,84255
429,739,84994
428,707,85701
427,707,86408
426,756,87164
425,730,87894
424,683,88577
423,761,89338
422,732,90070
421,726,90796
420,699,91495
419,805,92300
418,728,93028
417,742,93770
416,799,94569
415,754,95323
414,699,96022
413,760,96782
412,748,97530
411,745,98275
410,738,99013
409,712,99725
408,706,100431
407,706,101137
406,754,101891
405,718,102609
404,700,103309
403,734,104043
402,715,104758
401,746,105504
400,709,106213
399,763,106976
398,752,107728
397,707,108435
396,757,109192
395,690,109882
394,680,110562
393,679,111241
392,698,111939
391,704,112643
390,643,113286
389,698,113984
388,658,114642
387,648,115290
386,654,115944
385,637,116581
384,688,117269
383,693,117962
382,657,118619
381,662,119281
380,683,119964
379,644,120608
378,660,121268
377,625,121893
376,628,122521
375,608,123129
374,690,123819
373,646,124465
372,675,125140
371,594,125734
370,590,126324
369,655,126979
368,575,127554
367,607,128161
366,588,128749
365,649,129398
364,616,130014
363,620,130634
362,590,131224
361,552,131776
360,554,132330
359,585,132915
358,591,133506
357,574,134080
356,595,134675
355,525,135200
354,548,135748
353,544,136292
352,562,136854
351,563,137417
350,515,137932
349,518,138450
348,561,139011
347,537,139548
346,525,140073
345,528,140601
344,521,141122
