年份,科类,批次,控制线分数,对应位次,数据来源
2021,综合,本科批,463,41011,天津招生考试院公告 + 一分一段表反查
2021,综合,特殊类型,579,16747,天津招生考试院公告 + 一分一段表反查
2022,综合,本科批,463,42217,天津招生考试院公告 + 一分一段表反查
2022,综合,特殊类型,583,17656,天津招生考试院公告 + 一分一段表反查
2023,综合,本科批,472,44437,天津招生考试院公告 + 一分一段表反查
2023,综合,特殊类型,563,21148,天津招生考试院公告 + 一分一段表反查
2024,综合,本科批,475,45489,天津招生考试院公告 + 一分一段表反查
2024,综合,特殊类型,563,21441,天津招生考试院公告 + 一分一段表反查
2025,综合,本科批,476,47173,天津招生考试院公告 + 一分一段表反查
2025,综合,特殊类型,562,22547,天津招生考试院公告 + 一分一段表反查
