年份,科类,批次,控制线分数,对应位次,数据来源
2021,综合,本科批,400,35686,上海招考热线 + 一分一段表反查
2021,综合,特殊类型招生,503,15067,上海招考热线 + 一分一段表反查
2022,综合,本科批,400,36413,上海招考热线 + 一分一段表反查
2022,综合,特殊类型招生,503,16925,上海招考热线 + 一分一段表反查
2023,综合,本科批,405,40830,上海招考热线 + 一分一段表反查
2023,综合,特殊类型招生,504,18635,上海招考热线 + 一分一段表反查
2024,综合,本科批,403,41594,上海招考热线 + 一分一段表反查
2024,综合,特殊类型招生,503,18767,上海招考热线 + 一分一段表反查
2025,综合,本科批,402,49276,上海招考热线 + 一分一段表反查
2025,综合,特殊类型招生,505,22797,上海招考热线 + 一分一段表反查
