年份,科类,批次,控制线分数,对应位次,数据来源
2021,综合,本科批,400,36736,北京教育考试院 + 一分一段表反查
2021,综合,特殊类型招生控制线,513,22100,北京教育考试院 + 一分一段表反查
2022,综合,本科批,425,37319,北京教育考试院 + 一分一段表反查
2022,综合,特殊类型招生控制线,518,22413,北京教育考试院 + 一分一段表反查
2023,综合,本科批,448,42347,北京教育考试院 + 一分一段表反查
2023,综合,特殊类型招生控制线,527,25551,北京教育考试院 + 一分一段表反查
2024,综合,本科批,434,44923,北京教育考试院 + 一分一段表反查
2024,综合,特殊类型招生控制线,523,26996,北京教育考试院 + 一分一段表反查
2025,综合,本科批,430,53994,北京教育考试院 + 一分一段表反查
2025,综合,特殊类型招生控制线,519,32440,北京教育考试院 + 一分一段表反查
